"Week","Date","Fuel","Variable","Value","Unit","Status"
"2006w01",2006-01-06,"Regular Petrol","Adjusted retail price",136.8,"NZD c/L","Final"
"2006w01",2006-01-06,"Regular Petrol","Importer margin",13.8,"NZD c/L","Final"
"2006w01",2006-01-06,"Regular Petrol","Importer margin trend",13.8605415770463,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Importer cost",71.97435714,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Price excluding tax",79.35722222,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","GST",15.87777778,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Board price",142.9,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Adjusted retail price",142.9,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Importer margin",7.382865082,"NZD c/L","Final"
"2006w01",2006-01-06,"Premium Petrol 95R","Importer margin trend",11.735228748989,"NZD c/L","Final"
"2006w02",2006-01-13,"NA","Dubai crude price",57.36,"USD/bbl","Final"
"2006w02",2006-01-13,"NA","Dubai crude price",82.67,"NZD/bbl","Final"
"2006w02",2006-01-13,"NA","Exchange rate",0.694,"USD/NZD","Final"
"2006w02",2006-01-13,"Diesel","Importer cost",72.1,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Price excluding tax",87.4,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","ETS",0,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","GST",11,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Taxes",0.300000000000001,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Board price",98.8,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Adjusted retail price",98.8,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Importer margin",14.2,"NZD c/L","Final"
"2006w02",2006-01-13,"Diesel","Importer margin trend",15.1547220337444,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Importer cost",63.6,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Price excluding tax",77.7,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","GST",15.7,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Taxes",47.6,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Board price",141,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Adjusted retail price",141,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Importer margin",12.4,"NZD c/L","Final"
"2006w02",2006-01-13,"Regular Petrol","Importer margin trend",13.9184842952548,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Importer cost",71.46678571,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Price excluding tax",82.91277778,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","GST",16.32222222,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Board price",146.9,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Adjusted retail price",146.9,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Importer margin",11.44599207,"NZD c/L","Final"
"2006w02",2006-01-13,"Premium Petrol 95R","Importer margin trend",11.7606661355181,"NZD c/L","Final"
"2006w03",2006-01-20,"NA","Dubai crude price",58.55,"USD/bbl","Final"
"2006w03",2006-01-20,"NA","Dubai crude price",84.88,"NZD/bbl","Final"
"2006w03",2006-01-20,"NA","Exchange rate",0.69,"USD/NZD","Final"
"2006w03",2006-01-20,"Diesel","Importer cost",78.7,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Price excluding tax",88.4,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","ETS",0,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","GST",11.1,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Taxes",0.4,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Board price",99.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Adjusted retail price",99.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Importer margin",16.4,"NZD c/L","Final"
"2006w03",2006-01-20,"Diesel","Importer margin trend",15.1230581946192,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Importer cost",65.8,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Price excluding tax",78.5,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","GST",15.8,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Taxes",47.6,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Board price",141.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Adjusted retail price",141.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Importer margin",14.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Regular Petrol","Importer margin trend",13.9764270134632,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Importer cost",74.37557143,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Price excluding tax",82.91277778,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","GST",16.32222222,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Board price",146.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Adjusted retail price",146.9,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Importer margin",8.537206348,"NZD c/L","Final"
"2006w03",2006-01-20,"Premium Petrol 95R","Importer margin trend",11.7861035220472,"NZD c/L","Final"
"2006w04",2006-01-27,"NA","Dubai crude price",60.22,"USD/bbl","Final"
"2006w04",2006-01-27,"NA","Dubai crude price",88.1,"NZD/bbl","Final"
"2006w04",2006-01-27,"NA","Exchange rate",0.684,"USD/NZD","Final"
"2006w04",2006-01-27,"Diesel","Importer cost",80.1,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Price excluding tax",91.5,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","ETS",0,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","GST",11.5,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Taxes",0.300000000000001,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Board price",103.3,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Adjusted retail price",103.3,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Importer margin",12.8,"NZD c/L","Final"
"2006w04",2006-01-27,"Diesel","Importer margin trend",15.091394355494,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Importer cost",66.3,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Price excluding tax",81.5,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","GST",16.1,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Board price",145.3,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Adjusted retail price",145.3,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Importer margin",15.8,"NZD c/L","Final"
"2006w04",2006-01-27,"Regular Petrol","Importer margin trend",14.0343697316717,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Importer cost",74.59085714,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Price excluding tax",86.46833333,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","GST",16.76666667,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Board price",150.9,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Adjusted retail price",150.9,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Importer margin",11.87747619,"NZD c/L","Final"
"2006w04",2006-01-27,"Premium Petrol 95R","Importer margin trend",11.8115409085763,"NZD c/L","Final"
"2006w05",2006-02-03,"NA","Dubai crude price",60.48,"USD/bbl","Final"
"2006w05",2006-02-03,"NA","Dubai crude price",88.3,"NZD/bbl","Final"
"2006w05",2006-02-03,"NA","Exchange rate",0.685,"USD/NZD","Final"
"2006w05",2006-02-03,"Diesel","Importer cost",75.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Price excluding tax",93.8,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","ETS",0,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","GST",11.8,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Board price",105.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Adjusted retail price",105.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Importer margin",13.6,"NZD c/L","Final"
"2006w05",2006-02-03,"Diesel","Importer margin trend",15.0597305163687,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Importer cost",64.3,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Price excluding tax",81.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","GST",16.2,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Board price",145.8,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Adjusted retail price",145.8,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Importer margin",15.6,"NZD c/L","Final"
"2006w05",2006-02-03,"Regular Petrol","Importer margin trend",14.0923124498801,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Importer cost",72.15685714,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Price excluding tax",86.46833333,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","ETS",0,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","GST",16.76666667,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Taxes",47.665,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Board price",150.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Adjusted retail price",150.9,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Importer margin",14.31147619,"NZD c/L","Final"
"2006w05",2006-02-03,"Premium Petrol 95R","Importer margin trend",11.8369782951054,"NZD c/L","Final"
"2006w06",2006-02-10,"NA","Dubai crude price",58.83,"USD/bbl","Final"
"2006w06",2006-02-10,"NA","Dubai crude price",86.74,"NZD/bbl","Final"
"2006w06",2006-02-10,"NA","Exchange rate",0.678,"USD/NZD","Final"
"2006w06",2006-02-10,"Diesel","Importer cost",78.6,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Price excluding tax",93.8,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","ETS",0,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","GST",11.8,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Taxes",0.299999999999999,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Board price",105.9,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Adjusted retail price",105.9,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Importer margin",17.9,"NZD c/L","Final"
"2006w06",2006-02-10,"Diesel","Importer margin trend",15.0280666772435,"NZD c/L","Final"
"2006w06",2006-02-10,"Regular Petrol","Importer cost",63.3,"NZD c/L","Final"
"2006w06",2006-02-10,"Regular Petrol","Price excluding tax",79.6,"NZD c/L","Final"
"2006w06",2006-02-10,"Regular Petrol","ETS",0,"NZD c/L","Final"
"2006w06",2006-02-10,"Regular Petrol","GST",15.9,"NZD c/L","Final"
"2006w06",2006-02-10,"Regular Petrol","Taxes",47.7,"NZD c/L","Final"
