"Week","Date","Fuel","Variable","Value","Unit","Status"
"2021w30",2021-07-30,"Premium Petrol 95R","Importer margin trend",39.0362356036221,"NZD c/L","Final"
"2021w31",2021-08-06,"NA","Dubai crude price",70.24,"USD/bbl","Final"
"2021w31",2021-08-06,"NA","Dubai crude price",100.037029652206,"NZD/bbl","Final"
"2021w31",2021-08-06,"NA","Exchange rate",0.70214,"USD/NZD","Final"
"2021w31",2021-08-06,"Diesel","Importer cost",73.9611354473937,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Price excluding tax",115.908161396431,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","ETS",13.123,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","GST",19.9953686200378,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Board price",161.9,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Adjusted retail price",153.297826086957,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Importer margin",41.9470259490377,"NZD c/L","Final"
"2021w31",2021-08-06,"Diesel","Importer margin trend",37.6334977742933,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Importer cost",78.1906749861394,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Price excluding tax",106.55687773891,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","ETS",11.3536,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","GST",29.7803660714097,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Board price",241.515770875518,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Adjusted retail price",228.316139880807,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Importer margin",28.366202752771,"NZD c/L","Final"
"2021w31",2021-08-06,"Regular Petrol","Importer margin trend",25.9759552473974,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Importer cost",80.2217980093079,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Price excluding tax",121.098504932541,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","ETS",11.6338,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","GST",32.0036401504543,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Board price",256.261478640797,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Adjusted retail price",245.361241153483,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Importer margin",40.8767069232332,"NZD c/L","Final"
"2021w31",2021-08-06,"Premium Petrol 95R","Importer margin trend",39.1105720825157,"NZD c/L","Final"
"2021w32",2021-08-13,"NA","Dubai crude price",69.72,"USD/bbl","Final"
"2021w32",2021-08-13,"NA","Dubai crude price",99.5203836930456,"NZD/bbl","Final"
"2021w32",2021-08-13,"NA","Exchange rate",0.70056,"USD/NZD","Final"
"2021w32",2021-08-13,"Diesel","Importer cost",73.1161975375685,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Price excluding tax",114.022130961649,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","ETS",13.2699,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","GST",19.7344990548204,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Board price",159.9,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Adjusted retail price",151.297826086957,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Importer margin",40.9059334240803,"NZD c/L","Final"
"2021w32",2021-08-13,"Diesel","Importer margin trend",37.6685055818392,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Importer cost",78.0205191275243,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Price excluding tax",105.552789135061,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","ETS",11.4807,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","GST",29.6488177808322,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Board price",240.50723398109,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Adjusted retail price",227.30760298638,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Importer margin",27.5322700075362,"NZD c/L","Final"
"2021w32",2021-08-13,"Regular Petrol","Importer margin trend",26.0997553265427,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Importer cost",80.0676289179708,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Price excluding tax",120.089168101857,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","ETS",11.764,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","GST",31.8717696258516,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Board price",255.250471285511,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Adjusted retail price",244.350233798196,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Importer margin",40.0215391838859,"NZD c/L","Final"
"2021w32",2021-08-13,"Premium Petrol 95R","Importer margin trend",39.1849085614092,"NZD c/L","Final"
"2021w33",2021-08-20,"NA","Dubai crude price",67.22,"USD/bbl","Final"
"2021w33",2021-08-20,"NA","Dubai crude price",97.1443436036765,"NZD/bbl","Final"
"2021w33",2021-08-20,"NA","Exchange rate",0.69196,"USD/NZD","Final"
"2021w33",2021-08-20,"Diesel","Importer cost",72.2458838665224,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Price excluding tax",114.008830961649,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","ETS",13.2832,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","GST",19.7344990548204,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Board price",159.9,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Adjusted retail price",151.297826086957,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Importer margin",41.7629470951263,"NZD c/L","Final"
"2021w33",2021-08-20,"Diesel","Importer margin trend",37.7035133893852,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Importer cost",76.0436059336911,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Price excluding tax",105.040152790003,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","ETS",11.4922,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","GST",29.5736473290736,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Board price",239.930927184275,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Adjusted retail price",226.731296189564,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Importer margin",28.9965468563124,"NZD c/L","Final"
"2021w33",2021-08-20,"Regular Petrol","Importer margin trend",26.2235554056881,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Importer cost",78.1274996014314,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Price excluding tax",119.575004198609,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","ETS",11.7758,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","GST",31.7964150403644,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Board price",254.672752796775,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Adjusted retail price",243.77251530946,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Importer margin",41.4475045971772,"NZD c/L","Final"
"2021w33",2021-08-20,"Premium Petrol 95R","Importer margin trend",39.2592450403028,"NZD c/L","Final"
"2021w34",2021-08-27,"NA","Dubai crude price",69.64,"USD/bbl","Final"
"2021w34",2021-08-27,"NA","Dubai crude price",100.704235535696,"NZD/bbl","Final"
"2021w34",2021-08-27,"NA","Exchange rate",0.69153,"USD/NZD","Final"
"2021w34",2021-08-27,"Diesel","Importer cost",74.1444060144078,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Price excluding tax",114.766343384009,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","ETS",13.6437,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","GST",19.9022009181745,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Board price",161.185714285714,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Adjusted retail price",152.583540372671,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Importer margin",40.6219373696012,"NZD c/L","Final"
"2021w34",2021-08-27,"Diesel","Importer margin trend",37.6529851186137,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Importer cost",76.5017199004634,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Price excluding tax",105.855809566382,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","ETS",11.8041,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","GST",29.7427808455304,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Board price",241.22761747711,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Adjusted retail price",228.0279864824,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Importer margin",29.3540896659185,"NZD c/L","Final"
"2021w34",2021-08-27,"Regular Petrol","Importer margin trend",26.3425193900808,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Importer cost",78.5827826263937,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Price excluding tax",120.385722980917,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","ETS",12.0954,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","GST",31.9659628577106,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Board price",255.97261939643,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Adjusted retail price",245.072381909115,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Importer margin",41.8029403545233,"NZD c/L","Final"
"2021w34",2021-08-27,"Premium Petrol 95R","Importer margin trend",39.3377439992292,"NZD c/L","Final"
"2021w35",2021-09-03,"NA","Dubai crude price",70.76,"USD/bbl","Final"
"2021w35",2021-09-03,"NA","Dubai crude price",100.367370675593,"NZD/bbl","Final"
"2021w35",2021-09-03,"NA","Exchange rate",0.70501,"USD/NZD","Final"
"2021w35",2021-09-03,"Diesel","Importer cost",75.3057723623782,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Price excluding tax",113.854026613823,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","ETS",16.0467,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","GST",20.1258034026465,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Board price",162.9,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Adjusted retail price",154.297826086957,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Importer margin",38.5482542514445,"NZD c/L","Final"
"2021w35",2021-09-03,"Diesel","Importer margin trend",37.6024568478422,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Importer cost",76.4070710960686,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Price excluding tax",105.280218601553,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","ETS",13.8831,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","GST",29.9682922008061,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Board price",242.956537867557,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Adjusted retail price",229.756906872847,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Importer margin",28.8731475054846,"NZD c/L","Final"
"2021w35",2021-09-03,"Regular Petrol","Importer margin trend",26.4614833744735,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Importer cost",78.4473313306692,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Price excluding tax",119.762514690661,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","ETS",14.2257,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","GST",32.1920266141723,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Board price",257.705774862636,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Adjusted retail price",246.805537375321,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Importer margin",41.3151833599923,"NZD c/L","Final"
"2021w35",2021-09-03,"Premium Petrol 95R","Importer margin trend",39.4162429581556,"NZD c/L","Final"
"2021w36",2021-09-10,"NA","Dubai crude price",70.3,"USD/bbl","Final"
"2021w36",2021-09-10,"NA","Dubai crude price",98.7761869300698,"NZD/bbl","Final"
"2021w36",2021-09-10,"NA","Exchange rate",0.71171,"USD/NZD","Final"
"2021w36",2021-09-10,"Diesel","Importer cost",74.9485836080666,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Price excluding tax",112.048832203885,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","ETS",17.355,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","GST",20.0512692411558,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Board price",162.328571428571,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Adjusted retail price",153.726397515528,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Importer margin",37.1002485958181,"NZD c/L","Final"
"2021w36",2021-09-10,"Diesel","Importer margin trend",37.5519285770708,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Importer cost",75.8879926142298,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Price excluding tax",103.647182256496,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","ETS",15.015,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","GST",29.8931217490475,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Board price",242.380231070741,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Adjusted retail price",229.180600076031,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Importer margin",27.7591896422663,"NZD c/L","Final"
"2021w36",2021-09-10,"Regular Petrol","Importer margin trend",26.5804473588662,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Importer cost",77.9050362310522,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Price excluding tax",118.100350787413,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","ETS",15.3855,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","GST",32.1166720286851,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Board price",257.128056373901,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Adjusted retail price",246.227818886586,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Importer margin",40.195314556361,"NZD c/L","Final"
"2021w36",2021-09-10,"Premium Petrol 95R","Importer margin trend",39.494741917082,"NZD c/L","Final"
"2021w37",2021-09-17,"NA","Dubai crude price",72.41,"USD/bbl","Final"
"2021w37",2021-09-17,"NA","Dubai crude price",102.034777217259,"NZD/bbl","Final"
"2021w37",2021-09-17,"NA","Exchange rate",0.70966,"USD/NZD","Final"
"2021w37",2021-09-17,"Diesel","Importer cost",77.0585218597314,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Price excluding tax",113.433844626245,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","ETS",17.088,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","GST",20.2189711045099,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Board price",163.614285714286,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Adjusted retail price",155.012111801242,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Importer margin",36.3753227665137,"NZD c/L","Final"
"2021w37",2021-09-17,"Diesel","Importer margin trend",37.5014003062993,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Importer cost",78.1647828310391,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Price excluding tax",104.629886774082,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","ETS",14.784,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","GST",30.0058774266854,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Board price",243.244691265965,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Adjusted retail price",230.045060271254,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Importer margin",26.4651039430426,"NZD c/L","Final"
"2021w37",2021-09-17,"Regular Petrol","Importer margin trend",26.6994113432589,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Importer cost",80.1856424466229,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Price excluding tax",119.090596642286,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","ETS",15.1488,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","GST",32.2297039069159,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Board price",257.994634107004,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Adjusted retail price",247.094396619689,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Importer margin",38.9049541956627,"NZD c/L","Final"
"2021w37",2021-09-17,"Premium Petrol 95R","Importer margin trend",39.5732408760084,"NZD c/L","Final"
"2021w38",2021-09-24,"NA","Dubai crude price",73.5,"USD/bbl","Final"
"2021w38",2021-09-24,"NA","Dubai crude price",104.601021816785,"NZD/bbl","Final"
"2021w38",2021-09-24,"NA","Exchange rate",0.70267,"USD/NZD","Final"
"2021w38",2021-09-24,"Diesel","Importer cost",79.3296723364711,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Price excluding tax",115.163698663512,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","ETS",17.2215,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","GST",20.4984742100999,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Taxes",4.27129607048735,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Board price",165.757142857143,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Adjusted retail price",157.154968944099,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Importer margin",35.8340263270411,"NZD c/L","Final"
"2021w38",2021-09-24,"Diesel","Importer margin trend",37.4508720355278,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Importer cost",79.8492617133673,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Price excluding tax",105.892511722989,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","ETS",14.8995,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","GST",30.2125961690214,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Board price",244.829534957208,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Adjusted retail price",231.629903962497,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Importer margin",26.0432500096214,"NZD c/L","Final"
"2021w38",2021-09-24,"Regular Petrol","Importer margin trend",26.8183753276517,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Importer cost",81.8881937256372,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Price excluding tax",120.353697376218,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","ETS",15.2672,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","GST",32.4369290170058,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Taxes",80.6252960704874,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Board price",259.583359951026,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Adjusted retail price",248.683122463711,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Importer margin",38.4655036505808,"NZD c/L","Final"
"2021w38",2021-09-24,"Premium Petrol 95R","Importer margin trend",39.6517398349349,"NZD c/L","Final"
"2021w39",2021-10-01,"NA","Dubai crude price",76.26,"USD/bbl","Final"
"2021w39",2021-10-01,"NA","Dubai crude price",109.745567580014,"NZD/bbl","Final"
"2021w39",2021-10-01,"NA","Exchange rate",0.69488,"USD/NZD","Final"
"2021w39",2021-10-01,"Diesel","Importer cost",84.1201018761867,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Price excluding tax",115.315000794985,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","ETS",16.0772142857143,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","GST",20.3491628409398,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Taxes",4.26887052556578,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Board price",167.185714285714,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Adjusted retail price",156.010248447205,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Importer margin",31.1948989187985,"NZD c/L","Final"
"2021w39",2021-10-01,"Diesel","Importer margin trend",37.4003437647564,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Importer cost",83.3186911735906,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Price excluding tax",106.759360763547,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","ETS",13.9095,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","GST",30.1937596933669,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Taxes",80.6228705255658,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Board price",246.679594391865,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Adjusted retail price",231.485490982479,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Importer margin",23.440669589956,"NZD c/L","Final"
"2021w39",2021-10-01,"Regular Petrol","Importer margin trend",26.9373393120444,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Importer cost",85.376373941255,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Price excluding tax",120.852100584756,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","ETS",14.2527714285714,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","GST",32.3591613808339,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Taxes",80.6228705255658,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Board price",261.48535178958,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Adjusted retail price",248.086903919727,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Importer margin",35.4757266435008,"NZD c/L","Final"
"2021w39",2021-10-01,"Premium Petrol 95R","Importer margin trend",39.7302387938613,"NZD c/L","Final"
"2021w40",2021-10-08,"NA","Dubai crude price",79.84,"USD/bbl","Final"
"2021w40",2021-10-08,"NA","Dubai crude price",114.988550113059,"NZD/bbl","Final"
"2021w40",2021-10-08,"NA","Exchange rate",0.69433,"USD/NZD","Final"
"2021w40",2021-10-08,"Diesel","Importer cost",88.6254848542877,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Price excluding tax",116.379698673633,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","ETS",17.2482,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","GST",20.6842425060762,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Taxes",4.26705136687461,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Board price",173.185714285714,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Adjusted retail price",158.579192546584,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Importer margin",27.7542138193454,"NZD c/L","Final"
"2021w40",2021-10-08,"Diesel","Importer margin trend",37.3498154939849,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Importer cost",87.5979591338971,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Price excluding tax",108.573894785053,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","ETS",14.9226,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","GST",30.6176319227892,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Taxes",80.6210513668746,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Board price",252.588578037004,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Adjusted retail price",234.735178074717,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Importer margin",20.975935651156,"NZD c/L","Final"
"2021w40",2021-10-08,"Regular Petrol","Importer margin trend",27.0563032964371,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","Importer cost",89.4822610877683,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","Price excluding tax",122.127894220449,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","ETS",15.2908,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","GST",32.7059618380985,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","Taxes",80.6210513668746,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","Board price",267.475102471992,"NZD c/L","Final"
"2021w40",2021-10-08,"Premium Petrol 95R","Adjusted retail price",250.745707425422,"NZD c/L","Final"
