quarter,gdp_real,gdp_growth_qoq,gdp_per_capita,cpi_all,cpi_food,cpi_housing,cpi_petrol,gdp_growth_yoy,inflation_yoy,food_inflation,housing_inflation,petrol_inflation
1993-06-30,28258.0,0.8,7919.0,614.339504893964,599.766516717325,,513.103035714286,2.26919040208462,1.3123358715076083,1.4022787196690922,,2.621994189060728
1993-09-30,29031.0,2.7,8115.0,617.522611745514,604.431943768997,,495.926073214286,7.113603660111423,1.482127415961343,0.5172414644997847,,-2.912502217096413
1993-12-31,29569.0,1.9,8236.0,618.583646818923,601.840039513678,,486.910292857143,7.680262199562993,1.3913043006261727,-0.17196903191629698,,-6.843979598297933
1994-03-31,30495.0,3.1,8460.0,618.583646818923,603.645560030395,,471.329163392857,8.766986482148598,1.3032146448620274,-0.7260869343155618,,-9.230555118368034
1994-06-30,30768.0,0.9,8509.0,621.057981239804,597.627159574468,,472.302983928571,8.882440370868427,1.093609688505981,-0.3566983289707837,,-7.95162938939108
1994-09-30,30734.0,-0.1,8476.0,628.480985318108,600.034519756839,,487.397203571429,5.866143088422726,1.774570414776977,-0.7275300482528113,,-1.7197864971240984
1994-12-31,31160.0,1.4,8560.0,635.90398858075,604.247399696049,,488.371024107143,5.380635124623767,2.7999999435641687,0.400000004040324,,0.30000007628274705
1995-03-31,31503.0,1.1,8617.0,643.326992659054,608.460280395137,,484.962651785714,3.305459911460895,3.9999999947257114,0.7976071859949752,,2.8925620249586226
1995-06-30,32066.0,1.8,8741.0,649.512829526917,612.673160334346,,484.475741964286,4.218668746749876,4.581673393892993,2.5176233239786683,,2.5773197396432135
1995-09-30,31989.0,-0.2,8690.0,650.749996737357,604.84924012158,,474.737535714286,4.083425522222939,3.543307107052329,0.8024072292861062,,-2.597402644984126
1995-12-31,32414.0,1.3,8766.0,654.461498368679,610.265800151976,,475.71135625,4.024390243902443,2.9182879996313194,0.9960159462753859,,-2.5922233777665005
1996-03-31,32584.0,0.5,8771.0,657.55441680261,610.265800151976,,481.067369642857,3.431419229914612,2.211538503110222,0.2967358453811464,,-0.8032128099996871
1996-06-30,33028.0,1.4,8860.0,662.503085644372,615.682360942249,,481.067369642857,3.00006237135908,1.999999927163354,0.4911592024466893,,-0.7035176431352208
1996-09-30,33431.0,1.2,8942.0,666.214587275693,620.497081306991,,481.067369642857,4.507799556097414,2.376425757336964,2.5870647009932135,,1.3333333584097495
1996-12-31,33594.0,0.5,8949.0,671.163256933116,624.108121580547,,485.936472321428,3.64040229530449,2.551984892322623,2.2682446607894313,,2.1494370351029524
1997-03-31,33389.0,-0.6,8859.0,669.307505709625,628.321001519757,,484.962651785714,2.4705376872084406,1.787394108637419,2.958579911128023,,0.8097165571110843
1997-06-30,34232.0,2.5,9060.0,669.926089722675,630.728361702128,,481.554280357143,3.6453917887852683,1.1204482272083371,2.4437927272842996,,0.10121466243855348
1997-09-30,34891.0,1.9,9215.0,673.019007340946,632.533881458966,,481.067369642857,4.367204092010413,1.0213556105215016,1.9398641048594678,,0.0
1997-12-31,34315.0,-1.7,9037.0,676.730509787928,632.533881458966,,485.4495625,2.1462165862951688,0.8294930923739008,1.350048106581414,,-0.10020030377673184
1998-03-31,34249.0,-0.2,8996.0,677.967676998369,642.765162613982,,475.224446428571,2.575698583365771,1.293900219983657,2.298850596954116,,-2.0080320249993067
1998-06-30,34208.0,-0.1,8971.0,681.0605954323,647.579882978724,,448.444380357143,-0.07010983874736754,1.662049870939386,2.67175575094154,,-6.875631958965068
1998-09-30,34372.0,0.5,9003.0,684.772097063622,656.607483282675,,447.957469642857,-1.4874896105012803,1.7463235947988487,3.8058991825358435,,-6.882591106642854
1998-12-31,35241.0,2.5,9213.0,679.204844208809,658.413003799392,,442.60145625,2.6985283403759386,0.36563068830108847,4.091341681292193,,-8.82647952741743
1999-03-31,35497.0,0.7,9265.0,677.349092985318,663.829563829787,,432.863250892857,3.6439020117375653,-0.09124092992011112,3.2771535299363164,,-8.91393442699946
1999-06-30,35879.0,1.1,9358.0,678.586260195759,659.616683890578,536.805555555556,432.376340178571,4.884822263797939,-0.3633061805565885,1.858736076928058,,-3.583061998853765
1999-09-30,36384.0,1.4,9480.0,681.300605220228,655.658983282675,541.666666666667,465.66931875,5.8536017688816555,-0.5069557971593919,-0.14445464362636828,,3.9539131072563904
1999-12-31,36740.0,1.0,9553.0,682.657778140294,653.020516717325,542.361111111111,495.070909821429,4.253568286938503,0.5083788728726057,-0.819012846184608,,11.854785570744264
2000-03-31,37571.0,2.3,9750.0,687.407881729201,662.255150455927,545.138888888889,517.554479464286,5.842747274417559,1.4850228409623245,-0.23717132523849438,,19.565354276838786
2000-06-30,37353.0,-0.6,9685.0,692.157986133768,659.616683890578,547.222222222222,540.038049107143,4.108252738370632,2.000000108179867,0.0,1.9404915912029752,24.90000005183166
2000-09-30,37510.0,0.4,9714.0,701.658193311582,667.532083586626,550.694444444444,610.515392857143,3.0947669305189107,2.988047850738873,1.810865191613198,1.6666666666665275,31.104921083474956
2000-12-31,37687.0,0.5,9741.0,709.801228384992,676.766717325228,554.166666666667,609.650640178571,2.57757212847034,3.976143115023545,3.636363636363682,2.176696542893808,23.144104831057575
2001-03-31,37355.0,-0.9,9641.0,708.444056280587,693.916750759878,543.75,556.46835,-0.5749115008916506,3.060217246632191,4.7808764163107975,-0.2547770700637164,7.5187969730246
2001-06-30,38619.0,3.4,9958.0,714.551331973899,699.193684650456,543.75,591.923209821428,3.389286001124403,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2001-09-30,38616.0,0.0,9932.0,718.622849918434,711.726401215805,546.527777777778,567.710134821428,2.9485470541189107,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2001-12-31,39032.0,1.1,9993.0,722.694367862969,722.280268237082,548.611111111111,515.824974107143,3.5688699020882453,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971
2002-03-31,39486.0,1.2,10058.0,726.765884991843,730.855285714286,555.555555555556,517.554479464286,5.704724936420824,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2002-06-30,39864.0,1.0,10112.0,734.23033360522,727.55720212766,559.722222222222,569.007264285714,3.223801755612521,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2002-09-30,40707.0,2.1,10285.0,737.623265089723,728.216818389058,565.277777777778,555.603597321429,5.414853946550657,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2002-12-31,41405.0,1.7,10407.0,742.37336867863,728.876435410334,572.222222222222,552.144586607143,6.079626972740315,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2003-03-31,41625.0,0.5,10403.0,745.087713703099,729.536051671732,577.083333333333,587.167070535714,5.417109861723146,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421
2003-06-30,41812.0,0.4,10400.0,745.087713703099,727.55720212766,584.722222222222,530.093392857143,4.8866144892634855,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827
2003-09-30,42432.0,1.5,10514.0,748.480645187602,730.195668693009,597.916666666667,567.710134821428,4.237600412705422,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207
2003-12-31,42944.0,1.2,10595.0,753.909335236542,730.195668693009,611.111111111111,556.035974107143,3.7169423982610805,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163
2004-03-31,44088.0,2.7,10832.0,756.623680261011,732.834135258359,618.055555555556,585.437565178571,5.91711711711711,1.5482695991023698,0.45207958935948866,7.099879663056696,-0.29455080911893194
2004-06-30,44106.0,0.0,10802.0,762.730956769984,735.472601823708,626.388888888889,631.269457142857,5.486463216301529,2.367941752682756,1.0879419065470408,7.125890736342111,19.08646016891222
2004-09-30,44189.0,0.2,10793.0,767.481060358891,734.153368541033,636.111111111111,635.16084375,4.140742835595779,2.538531262425181,0.542005385365818,6.387921022067289,11.881188090783068
2004-12-31,44232.0,0.1,10769.0,774.266923327896,738.770685410334,645.833333333333,631.269457142857,2.9992548435171296,2.7002700642998034,1.1743450536584987,5.681818181818166,13.530326550637394
2005-03-31,44325.0,0.2,10757.0,777.659854812398,744.047619300912,652.777777777778,630.404704464286,0.5375612411540498,2.780269121914092,1.5301530732598323,5.617977528089857,7.680945323691191
2005-06-30,45447.0,2.5,11004.0,784.445716965742,743.388002279635,661.805555555556,675.37184375,3.0404026663038985,2.8469750707006414,1.0762332187901569,5.654101995565464,6.98630135010041
2005-09-30,45557.0,0.2,11004.0,793.267338499184,746.026468844985,671.527777777778,764.00899375,3.0957930706736914,3.3598585648790813,1.617250674412496,5.567685589519722,20.28590887928141
2005-12-31,45549.0,0.0,10966.0,798.696028548124,749.984169452887,679.166666666667,741.093047321429,2.977482365708095,3.155127060733598,1.517857200346917,5.161290322580747,17.39726022475989
2006-03-31,45961.0,0.9,11026.0,803.446132137031,757.239952887538,685.416666666667,778.709789285714,3.6909193457416833,3.3158812513028213,1.7730496334389612,5.000000000000004,23.525377233257917
2006-06-30,45769.0,-0.4,10949.0,815.660685154976,759.878419452888,694.444444444444,892.857142857143,0.7085176139239202,3.9792387814894914,2.2182786274037802,4.9317943336829595,32.20230471847279
2006-09-30,46586.0,1.8,11118.0,821.37030995106,775.075987841945,707.638888888889,885.714285714286,2.2587088702065605,3.5426860640758395,3.8938992395182837,5.377456049638041,15.929824512525382
2006-12-31,46933.0,0.7,11168.0,819.73898858075,778.87537993921,713.888888888889,750.892857142857,3.03848602603789,2.6346644130531116,3.8522427089893174,5.11247443762779,1.3223454000611534
2007-03-31,47283.0,0.7,11220.0,823.817292006525,787.234042553192,721.527777777778,757.142857142857,2.8763516894758645,2.535473014887768,3.9609755865732232,5.268490374873358,-2.769572495375927
2007-06-30,47951.0,1.4,11359.0,831.973898858075,791.033434650456,730.555555555556,817.857142857143,4.767418995389883,1.9999999999999352,4.099999999999948,5.200000000000138,-8.399999999999997
2007-09-30,48416.0,1.0,11449.0,836.05220228385,800.911854103343,743.75,833.035714285714,3.928218778173709,1.7874875868918005,3.3333333333333215,5.103042198233543,-5.947580645161354
2007-12-31,48666.0,0.5,11478.0,845.84013050571,813.06990881459,750.694444444444,877.678571428571,3.6924978160356225,3.184079601990164,4.390243902439028,5.155642023346219,16.88466111771696
2008-03-31,48425.0,-0.5,11392.0,851.549755301794,827.507598784195,758.333333333333,912.5,2.415244379586734,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2008-06-30,47755.0,-1.4,11216.0,865.415986949429,845.744680851064,767.361111111111,1029.46428571429,-0.4087505995703955,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2008-09-30,47804.0,0.1,11209.0,878.466557911909,876.899696048632,778.472222222222,1076.78571428571,-1.2640449438202195,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2008-12-31,47799.0,0.0,11181.0,874.388254486134,889.817629179331,783.333333333333,835.714285714286,-1.7815312538527972,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2009-03-31,47446.0,-0.7,11068.0,876.835236541599,900.455927051672,785.416666666667,827.678571428571,-2.021683014971609,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2009-06-30,48035.0,1.2,11176.0,881.729200652529,908.814589665654,788.888888888889,854.464285714286,0.5863260391582026,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2009-09-30,48321.0,0.6,11212.0,893.148450244698,924.012158054711,794.444444444444,872.321428571429,1.081499456112467,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707
2009-12-31,48900.0,1.2,11307.0,891.517128874388,901.975683890577,795.833333333333,863.392857142857,2.3033954685244495,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756
2010-03-31,49469.0,1.2,11401.0,894.779771615008,911.094224924012,797.916666666667,923.214285714286,4.26379462968427,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889
2010-06-30,49743.0,0.6,11440.0,896.411092985318,902.73556231003,802.083333333333,935.714285714286,3.5557406058082552,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027
2010-09-30,49043.0,-1.4,11257.0,906.199021207178,924.772036474164,813.194444444444,923.214285714286,1.4941743755302994,1.4611872146119254,0.0822368421052655,2.3601398601398538,5.834186284544507
2010-12-31,48461.0,-1.2,11094.0,927.406199021207,943.768996960486,826.388888888889,985.714285714286,-0.8977505112474415,4.025617566331197,4.6335299073294145,3.8394415357766665,14.167528438469557
2011-03-31,49282.0,1.7,11256.0,934.747145187602,955.16717325228,829.861111111111,1081.25,-0.37801451414016807,4.466727438468565,4.837364470392047,4.003481288076527,17.117988394584096
2011-06-30,49700.0,0.8,11339.0,943.719412724307,965.80547112462,837.5,1124.10714285714,-0.08644432382445277,5.277525022748009,6.98653198653203,4.41558441558445,20.1335877862592
2011-09-30,50230.0,1.1,11447.0,947.797716150082,981.762917933131,843.055555555556,1086.60714285714,2.420325020900016,4.590459045904605,6.162695152013198,3.672075149445031,17.698259187620536
2011-12-31,50647.0,0.8,11522.0,944.535073409462,959.726443768997,845.833333333333,1096.42857142857,4.510843771279993,1.8469656992085026,1.690821256038677,2.3529411764705355,11.231884057970841
2012-03-31,50746.0,0.2,11526.0,949.429037520391,961.246200607903,851.388888888889,1121.42857142857,2.9706586583336803,1.570680628272192,0.6364359586316537,2.594142259414256,3.7159372419486747
2012-06-30,51073.0,0.6,11588.0,952.691680261011,962.006079027356,859.722222222222,1125.89285714286,2.7625754527162982,0.9507346585997611,-0.39339103068445347,2.653399668325007,0.1588562351077405
2012-09-30,51392.0,0.6,11649.0,955.138662316476,972.644376899696,866.666666666667,1115.17857142857,2.313358550666922,0.7745266781410631,-0.9287925696594757,2.8006589785831704,2.6294165981924245
2012-12-31,51967.0,1.1,11755.0,953.507340946166,955.16717325228,871.527777777778,1106.25,2.6062748040357686,0.9499136442140843,-0.4750593824227711,3.0377668308703587,0.8957654723128483
2013-03-31,52239.0,0.5,11790.0,957.585644371941,962.006079027356,876.388888888889,1123.21428571429,2.9421038111378195,0.8591065292096411,0.07905138339923123,2.9363784665579207,0.15923566879032514
2013-06-30,51999.0,-0.5,11714.0,959.216965742251,963.525835866261,886.111111111111,1094.64285714286,1.8130910657294441,0.68493150684934,0.15797788309628302,3.0694668820678617,-2.7755749405233843
2013-09-30,52465.0,0.9,11790.0,968.189233278956,980.243161094225,894.444444444444,1156.25,2.087873599003731,1.3663535439795371,0.7812500000000222,3.205128205128127,3.6829463570858145
2013-12-31,52760.0,0.6,11809.0,969.004893964111,967.325227963526,899.305555555556,1116.07142857143,1.525968403024991,1.6253207869974862,1.2728719172633074,3.1872509960159556,0.8878127522196744
2014-03-31,53345.0,1.1,11883.0,972.267536704731,969.604863221885,905.555555555556,1126.78571428571,2.1171921361434975,1.5332197614991827,0.789889415481837,3.328050713153763,0.3179650238466003
2014-06-30,53594.0,0.5,11886.0,974.714518760196,978.723404255319,915.972222222222,1125.0,3.0673666801284583,1.615646258503456,1.5772870662460914,3.3699059561128397,2.7732463295266463
2014-09-30,54273.0,1.3,11985.0,977.977161500816,978.723404255319,925.0,1135.71428571429,3.446106928428483,1.0109519797810052,-0.15503875968994052,3.4161490683230378,-1.7760617760613995
2014-12-31,54983.0,1.3,12078.0,976.345840130506,971.884498480243,928.472222222222,1071.42857142857,4.213419257012885,0.7575757575757791,0.47132757266297176,3.2432432432431657,-4.000000000000259
2015-03-31,55422.0,0.8,12106.0,974.714518760196,981.003039513678,932.638888888889,958.035714285714,3.893523291779921,0.2516778523490082,1.1755485893416573,2.990797546012236,-14.976228209191456
2015-06-30,55874.0,0.8,12145.0,978.792822185971,980.243161094225,938.888888888889,1041.96428571429,4.254207560547818,0.41841004184102193,0.15527950310560978,2.5018953752843576,-7.380952380951989
2015-09-30,56655.0,1.4,12256.0,982.055464926591,986.322188449848,950.0,1058.92857142857,4.3889226687303,0.417014178482078,0.7763975155279601,2.7027027027026973,-6.761006289308669
2015-12-31,57214.0,1.0,12304.0,977.161500815661,965.80547112462,954.861111111111,984.821428571429,4.057617809141001,0.08354218880535225,-0.6254886630179701,2.8421839940164784,-8.083333333333165
2016-03-31,57781.0,1.0,12348.0,978.792822185971,977.203647416413,960.416666666667,908.928571428571,4.256432463642601,0.41841004184102193,-0.38729666924870454,2.978406552494439,-5.125815470643069
2016-06-30,58460.0,1.2,12426.0,982.871125611745,980.243161094225,970.138888888889,957.142857142857,4.628270752049257,0.41666666666657637,0.0,3.328402366863914,-8.140531276778463
2016-09-30,58927.0,0.8,12464.0,986.133768,984.042553191489,980.555555555556,941.071428571429,4.010237401818029,0.4152823561461405,-0.23112480739603258,3.216374269005895,-11.129848229342166
2016-12-31,59032.0,0.2,12416.0,990.21207177814,971.884498480243,986.111111111111,979.464285714286,3.177543957772566,1.335559265442332,0.6294256490951833,3.2727272727272716,-0.543970988213982
2017-03-31,59894.0,1.5,12524.0,1000.0,993.161094224924,991.666666666667,1019.64285714286,3.6569114414773063,2.166666666666628,1.6329704510109178,3.2537960954446943,12.180746561886412
2017-06-30,60540.0,1.1,12599.0,1000.0,1000.0,1000.0,1000.0,3.5579883681149393,1.7427385892116787,2.0155038759689825,3.078024337866836,4.47761194029852
2017-09-30,61183.0,1.1,12681.0,1004.89396411093,1011.39817629179,1010.41666666667,983.035714285714,3.8284657287830814,1.9023987130040165,2.7799227799224946,3.0453257790371335,4.45920303605305
2017-12-31,61970.0,1.3,12783.0,1006.0,994.0,1016.0,1043.0,4.976961647919764,1.5943986820428746,2.2755277560594367,3.0309859154929786,6.486782133090219
2018-03-31,62646.0,1.1,12856.0,1011.0,999.0,1022.0,1071.0,4.594784118609541,1.0999999999999899,0.5879112471308456,3.058823529411736,5.036777583187102
2018-06-30,63195.0,0.9,12914.0,1015.0,1007.0,1031.0,1105.0,4.385530227948453,1.4999999999999902,0.6999999999999895,3.0999999999999917,10.499999999999998
2018-09-30,63234.0,0.1,12879.0,1024.0,1013.0,1042.0,1166.0,3.3522383668666222,1.9012987012986926,0.15837716003037627,3.125773195875947,18.61217075386017
2018-12-31,64251.0,1.6,13038.0,1025.0,1000.0,1047.0,1159.0,3.680813296756491,1.8886679920477212,0.6036217303822866,3.0511811023621993,11.12176414189836
2019-03-31,65042.0,1.2,13146.0,1026.0,1012.0,1053.0,1078.0,3.8246655812023134,1.4836795252225476,1.3013013013013053,3.033268101761255,0.6535947712418277
2019-06-30,65037.0,0.0,13100.0,1032.0,1018.0,1060.0,1141.0,2.9147875623071418,1.6748768472906406,1.0923535253227312,2.812803103782735,3.2579185520362097
2019-09-30,65577.0,0.8,13160.0,1039.0,1031.0,1073.0,1132.0,3.7052851314166357,1.46484375,1.7769002961500524,2.9750479846449185,-2.9159519725557415
2019-12-31,66042.0,0.7,13178.0,1044.0,1025.0,1078.0,1150.0,2.7875052528365307,1.8536585365853675,2.499999999999991,2.9608404966571245,-0.7765314926660882
2020-03-31,65502.0,-0.8,12978.0,1052.0,1045.0,1088.0,1123.0,0.707235324867006,2.5341130604288553,3.2608695652173836,3.3238366571699984,4.174397031539878
2020-06-30,58968.0,-10.0,11631.0,1047.0,1056.0,1094.0,987.0,-9.33161123668066,1.4534883720930258,3.7328094302554016,3.207547169811331,-13.496932515337424
2020-09-30,67227.0,14.0,13245.0,1054.0,1069.0,1101.0,1004.0,2.516126080790526,1.4436958614052031,3.6857419980601325,2.6095060577819185,-11.307420494699649
2020-12-31,67548.0,0.5,13297.0,1059.0,1051.0,1106.0,1007.0,2.2803670391569053,1.4367816091954033,2.536585365853661,2.5974025974025983,-12.434782608695649
2021-03-31,68916.0,2.0,13560.0,1068.0,1057.0,1116.0,1080.0,5.212054593752868,1.520912547528508,1.1483253588516762,2.5735294117646967,-3.8290293855743562
2021-06-30,69458.0,0.8,13662.0,1082.0,1073.0,1137.0,1146.0,17.78930945597612,3.3428844317096473,1.6098484848484862,3.9305301645338186,16.109422492401215
2021-09-30,66392.0,-4.4,13056.0,1106.0,1102.0,1167.0,1220.0,-1.242060481651719,4.933586337760909,3.0869971936389184,5.994550408719346,21.513944223107572
2021-12-31,69099.0,4.1,13587.0,1122.0,1094.0,1190.0,1314.0,2.296144963581459,5.9490084985835745,4.091341579448149,7.594936708860756,30.48659384309831
2022-03-31,69143.0,0.1,13601.0,1142.0,1128.0,1212.0,1429.0,0.32938649950664534,6.928838951310867,6.717123935666991,8.602150537634401,32.31481481481482
2022-06-30,70031.0,1.3,13781.0,1161.0,1143.0,1240.0,1518.0,0.8249589680094482,7.301293900184835,6.523765144454807,9.058927000879514,32.460732984293195
2022-09-30,71582.0,2.2,14070.0,1186.0,1190.0,1269.0,1449.0,7.817206892396666,7.233273056057876,7.985480943738654,8.740359897172233,18.7704918032787
2022-12-31,71797.0,0.3,14058.0,1203.0,1211.0,1285.0,1345.0,3.9045427574928793,7.219251336898402,10.694698354661792,7.983193277310918,2.3592085235920823
2023-03-31,71675.0,-0.2,13936.0,1218.0,1256.0,1298.0,1310.0,3.661975905008452,6.654991243432584,11.347517730496449,7.095709570957087,-8.327501749475152
2023-06-30,72201.0,0.7,13930.0,1231.0,1284.0,1314.0,1290.0,3.098627750567595,6.029285099052539,12.335958005249337,5.967741935483861,-15.019762845849804
2023-09-30,72110.0,-0.1,13816.0,1253.0,1295.0,1336.0,1503.0,0.737615601687569,5.649241146711637,8.823529411764696,5.279747832939319,3.7267080745341685
2023-12-31,72428.0,0.4,13793.0,1259.0,1280.0,1347.0,1503.0,0.8788668050197179,4.655029093931828,5.6977704376548255,4.824902723735414,11.74721189591077
2024-03-31,72522.0,0.1,13753.0,1267.0,1286.0,1357.0,1469.0,1.1817230554586722,4.022988505747116,2.3885350318471277,4.545454545454541,12.137404580152666
2024-06-30,72228.0,-0.4,13663.0,1272.0,1287.0,1372.0,1479.0,0.03739560393900554,3.3306255077172997,0.2336448598130758,4.414003044140036,14.651162790697668
2024-09-30,71288.0,-1.3,13462.0,1280.0,1304.0,1398.0,1383.0,-1.1399251144085465,2.154828411811649,0.6949806949806847,4.6407185628742464,-7.984031936127744
2024-12-31,71423.0,0.2,13465.0,1287.0,1297.0,1405.0,1365.0,-1.3875849119125205,2.223987291501195,1.3281249999999911,4.305864884929478,-9.181636726546905
2025-03-31,72271.0,1.2,13604.0,1299.0,1320.0,1415.0,1428.0,-0.3461018725352316,2.525651144435681,2.6438569206842955,4.274134119380979,-2.791014295439076
2025-06-30,71671.0,-0.8,13473.0,1306.0,1341.0,1427.0,1360.0,-0.771169075704714,2.672955974842761,4.195804195804187,4.008746355685133,-8.045977011494255
2025-09-30,72607.0,1.3,13628.0,1319.0,1364.0,1447.0,1361.0,1.8502412748288677,3.0468750000000044,4.601226993865026,3.505007153075823,-1.590744757772955
2025-12-31,,,,1327.0,1353.0,1454.0,1395.0,1.6577293028856355,3.108003108003099,4.317656129529679,3.4875444839857606,2.19780219780219
