Series_reference,Period,Data_value,STATUS,UNITS,MAGNITUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SNEQ.SG02NSC15P30DE,2001.06,11,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2001.09,15,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2001.12,16,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2002.03,18,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2002.06,19,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2002.09,21,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2002.12,25,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2003.03,29,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2003.06,35,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2003.09,46,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2003.12,57,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2004.03,74,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2004.06,109,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2004.09,131,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2004.12,158,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2005.03,180,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2005.06,179,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2005.09,194,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2005.12,196,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2006.03,213,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2006.06,199,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2006.09,165,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2006.12,156,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2007.03,150,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2007.06,157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2007.09,182,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2007.12,174,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2008.03,174,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2008.06,183,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2008.09,182,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2008.12,205,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2009.03,186,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2009.06,157,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2009.09,141,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2009.12,132,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2010.03,133,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2010.06,130,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2010.09,142,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2010.12,134,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2011.03,149,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2011.06,159,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2011.09,175,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2011.12,199,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2012.03,208,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2012.06,234,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2012.09,227,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2012.12,229,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2013.03,226,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2013.06,267,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2013.09,269,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2013.12,269,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2014.03,288,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2014.06,284,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2014.09,299,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2014.12,313,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2015.03,317,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2015.06,307,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2015.09,338,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2015.12,349,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2016.03,345,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2016.06,363,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2016.09,354,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2016.12,361,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2017.03,375,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2017.06,387,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2017.09,386,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2017.12,406,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2018.03,428,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2018.06,442,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2018.09,456,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2018.12,463,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2019.03,493,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2019.06,536,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2019.09,589,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2019.12,633,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2020.03,612,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2020.06,600,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2020.09,592,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2020.12,545,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2021.03,594,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2021.06,604,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2021.09,677,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2021.12,735,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2022.03,693,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2022.06,684,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2022.09,666,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2022.12,665,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2023.03,692,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2023.06,743,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2023.09,767,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2023.12,788,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2024.03,830,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2024.06,832,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2024.09,826,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2024.12,829,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2025.03,862,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2025.06,871,REVISED,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30DE,2025.09,848,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Imports of low value goods purchased directly by households,Households,,
SNEQ.SG02NSC15P30VE,1987.06,236,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1987.09,218,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1987.12,229,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1988.03,250,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1988.06,266,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1988.09,298,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1988.12,288,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1989.03,274,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1989.06,282,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1989.09,283,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1989.12,281,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1990.03,264,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1990.06,304,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1990.09,289,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1990.12,286,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
SNEQ.SG02NSC15P30VE,1991.03,296,FINAL,Dollars,6,National Accounts - SNA 2008 - SNE,"Series, GDP(E), Nominal, Seasonally adjusted, Household FCE by item type",Final Consumption Expenditure,Resident Household's Expenditure Overseas,Households,,
