STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,393.642263950092,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,406.787864729169,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,417.739734950153,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,429.169238759249,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,427.36076426983,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,456.87898109879,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,461.682636429481,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,480.63629697339,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,490.411271916489,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,502.770258714804,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,510.422605908234,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,517.960282700318,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,534.672158624731,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,548.596982589984,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,558.741828567271,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DNK,Denmark,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,584.174623747709,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,32.4172517766958,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,33.1914711824345,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,34.0855899905382,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,35.1676888837807,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,35.6749652237951,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,37.1934085017555,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,38.5493736646914,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,45.986348735016,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,46.8990058131374,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,47.30526387813,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,49.5121490928997,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,FRA,France,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,54.7629237728599,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,32.6625796824393,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,33.4338832372908,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,34.3302205693723,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,34.9482164798266,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,35.6260944282561,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,36.3757169551568,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,37.790503533721,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,38.6931726222692,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,39.5660956376491,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,40.3724127245709,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,41.3056412496959,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,42.1742644822042,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,43.4101511539749,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,43.8134231140136,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,43.3580518968181,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,44.6569889316026,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,46.3155676914779,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,47.3491458020533,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,48.4760365453672,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,49.870277837641,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,51.0358846451562,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,52.4139774542377,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,54.1785735777984,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,55.3727797663812,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,56.8845518198042,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,DEU,Germany,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,58.4030013984404,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,HUN,Hungary,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,4472.73854454784,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,28.6806561988069,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,32.3393510983934,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,35.8137794074509,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,39.6391308403043,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,42.3631864742172,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,44.3794237432548,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,46.1761197874302,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,48.536994855373,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,50.3305825565062,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,IRL,Ireland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,49.2668445835745,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,68.08306572941,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,74.8562575637186,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,82.3079264541387,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,90.2680312524631,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,95.9166896933382,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,101.990167845494,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,106.176366526414,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,109.972947495138,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,110.768454846651,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,115.061388741224,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,117.863165981235,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,122.943057822539,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,125.367930664111,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,ISR,Israel,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,126.508679257311,,A,Normal value,0,Units,,,2,Two
