STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,16.6509421253124,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,16.6719120311816,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,18.6990417477957,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,19.9619478285479,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,21.2604579750475,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,23.0136064101268,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,25.2437087448538,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,28.5311457740441,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,30.4822952759902,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LTU,Lithuania,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,31.4675206428595,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,LUX,Luxembourg,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,113.309696012633,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,54.9518996494648,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,55.3737976425721,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,56.2758853288364,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,57.4630852888581,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,59.1461319685511,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,60.5262650673862,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,63.6621347576476,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NLD,Netherlands,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,68.1394025409493,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,NOR,Norway,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,1236.69823893384,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,12.6040849778893,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,15.5885839691511,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,18.5894043444622,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,21.3483555953028,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,24.3159089989666,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,27.8635568572563,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,29.7418758142283,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,31.8977589247858,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,33.5772145620667,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,36.6060203560953,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,38.0726063153617,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,39.8450888519492,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,42.3140559413194,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,44.3972143788663,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,47.5151948998666,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,51.2826471953987,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,55.4602296019448,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,57.6090692595786,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,58.3064412182498,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,59.6578832633587,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,61.9466140655051,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,63.2863244438641,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,67.5599270515351,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,73.2494631929838,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,76.6724433789638,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,78.9017070312783,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,84.0789010657733,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,97.3744636274705,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,107.828162358825,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,POL,Poland,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2024,,117.192869406073,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1995,,11.1764706808617,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1996,,11.6430412354694,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1997,,12.338040801202,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1998,,12.9536781473224,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,1999,,13.688878015347,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,14.308769131117,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,14.9986051785045,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,15.7442584808454,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,16.3502391684742,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,17.1077294900247,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,17.878809872857,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,18.7911063955351,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,19.6520503148193,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,20.1228862916437,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,20.2562093665581,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,21.0377520623826,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,21.3307286475324,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,21.5124533312429,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,22.3021246506306,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,22.1880464542113,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,22.5647554771737,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,22.9631500256771,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,23.4562641811231,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,23.8813122328911,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,24.7182599749277,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,25.2374656631448,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,26.0101283736092,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,27.6018155252847,,A,Normal value,0,Units,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_LV(1.0),Productivity levels,I,PRT,Portugal,A,Annual,GDPHRS,GDP per hour worked,_T,Total - all activities,XDC_H,National currency per hour,V,Current prices,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2023,,29.7446660734161,,A,Normal value,0,Units,,,2,Two
