election_year,party_vote,lr_self,lr_national,lr_labour,econ_state,age,female,ethnicity_euro,ethnicity_maori,prev_vote,income_bracket,econ_change,education,party_like_lab,party_like_nat,party_like_grn,party_like_nzf,party_like_act,lr_green,vote_national,age_group,education_label
2002,ACT,7.0,7.0,2.0,3.0,39.0,0.0,False,False,ACT,,,,,,,,,,,30-44,
2002,United Future,7.0,6.0,3.0,3.0,40.0,0.0,False,False,,,,,,,,,,,,30-44,
2002,Labour,7.0,7.0,5.0,3.0,57.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,7.0,7.0,4.0,2.0,35.0,1.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,Labour,,,,2.0,48.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,5.0,2.0,8.0,4.0,33.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,10.0,0.0,10.0,3.0,34.0,1.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,NZ First,7.0,10.0,0.0,2.0,62.0,0.0,False,False,NZ First,,,,,,,,,,,60+,
2002,,7.0,6.0,4.0,3.0,32.0,0.0,False,False,Green,,,,,,,,,,,30-44,
2002,Green,5.0,6.0,4.0,2.0,35.0,0.0,False,False,Green,,,,,,,,,,,30-44,
2002,Labour,,,,2.0,51.0,1.0,False,False,,,,,,,,,,,0.0,45-59,
2002,Labour,7.0,8.0,3.0,3.0,57.0,1.0,False,False,,,,,,,,,,,0.0,45-59,
2002,Labour,9.0,8.0,2.0,2.0,26.0,0.0,False,False,Labour,,,,,,,,,,0.0,18-29,
2002,NZ First,10.0,9.0,0.0,3.0,58.0,1.0,False,False,Alliance,,,,,,,,,,,45-59,
2002,United Future,3.0,6.0,4.0,2.0,46.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,National,5.0,10.0,0.0,3.0,43.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,ACT,8.0,8.0,6.0,2.0,39.0,0.0,False,False,ACT,,,,,,,,,,,30-44,
2002,Labour,2.0,9.0,2.0,3.0,51.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,2.0,10.0,0.0,2.0,49.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,United Future,7.0,6.0,3.0,4.0,42.0,0.0,False,False,,,,,,,,,,,,30-44,
2002,Labour,3.0,10.0,0.0,2.0,46.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Green,6.0,10.0,6.0,1.0,77.0,1.0,False,False,Labour,,,,,,,,,,,60+,
2002,ACT,8.0,5.0,1.0,3.0,51.0,0.0,False,False,,,,,,,,,,,,45-59,
2002,Labour,,7.0,2.0,3.0,43.0,0.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,National,7.0,6.0,4.0,4.0,25.0,1.0,False,False,National,,,,,,,,,,1.0,18-29,
2002,National,6.0,7.0,2.0,3.0,35.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,Labour,,,,2.0,49.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,National,6.0,8.0,2.0,2.0,47.0,1.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,Labour,2.0,10.0,0.0,3.0,70.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,,,,3.0,76.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,ACT,6.0,7.0,2.0,3.0,59.0,0.0,False,False,,,,,,,,,,,,45-59,
2002,Labour,6.0,6.0,5.0,2.0,39.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,,,,2.0,55.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,4.0,10.0,4.0,2.0,55.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,National,,,,,68.0,1.0,False,False,National,,,,,,,,,,1.0,60+,
2002,Labour,2.0,8.0,3.0,2.0,65.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,6.0,6.0,4.0,3.0,21.0,0.0,False,False,National,,,,,,,,,,1.0,18-29,
2002,Labour,6.0,3.0,8.0,2.0,73.0,0.0,False,False,Alliance,,,,,,,,,,0.0,60+,
2002,Green,0.0,9.0,5.0,3.0,49.0,0.0,,,Green,,,,,,,,,,,45-59,
2002,Labour,10.0,0.0,10.0,2.0,72.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,5.0,8.0,2.0,1.0,66.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,NZ First,,,,2.0,51.0,1.0,False,False,NZ First,,,,,,,,,,,45-59,
2002,Labour,5.0,8.0,2.0,2.0,77.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,10.0,7.0,1.0,2.0,30.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,,,,,3.0,78.0,1.0,False,False,,,,,,,,,,,,60+,
2002,,5.0,10.0,0.0,,24.0,0.0,False,False,,,,,,,,,,,,18-29,
2002,Labour,,,,2.0,44.0,0.0,False,False,Alliance,,,,,,,,,,0.0,30-44,
2002,Labour,3.0,8.0,3.0,2.0,73.0,0.0,,,Labour,,,,,,,,,,0.0,60+,
2002,National,8.0,8.0,2.0,2.0,67.0,0.0,False,False,ACT,,,,,,,,,,1.0,60+,
2002,Labour,3.0,6.0,4.0,2.0,40.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,7.0,7.0,4.0,3.0,53.0,0.0,False,False,,,,,,,,,,,0.0,45-59,
2002,Labour,3.0,8.0,3.0,3.0,26.0,0.0,False,False,Labour,,,,,,,,,,0.0,18-29,
2002,Labour,5.0,7.0,4.0,3.0,51.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,,5.0,5.0,3.0,41.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,1.0,10.0,3.0,3.0,44.0,0.0,False,False,,,,,,,,,,,0.0,30-44,
2002,National,8.0,8.0,2.0,3.0,40.0,0.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,,10.0,5.0,5.0,3.0,63.0,0.0,False,False,,,,,,,,,,,,60+,
2002,NZ First,8.0,9.0,9.0,2.0,63.0,0.0,False,False,NZ First,,,,,,,,,,,60+,
2002,Labour,7.0,8.0,2.0,2.0,53.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,,,,2.0,33.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Green,2.0,9.0,2.0,2.0,41.0,1.0,False,False,Green,,,,,,,,,,,30-44,
2002,Labour,2.0,9.0,1.0,3.0,26.0,1.0,False,False,Labour,,,,,,,,,,0.0,18-29,
2002,,0.0,8.0,7.0,3.0,45.0,0.0,False,False,Alliance,,,,,,,,,,,45-59,
2002,Labour,3.0,9.0,2.0,2.0,38.0,0.0,False,False,,,,,,,,,,,0.0,30-44,
2002,United Future,8.0,7.0,3.0,4.0,43.0,0.0,,,National,,,,,,,,,,,30-44,
2002,Labour,5.0,3.0,5.0,2.0,31.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,National,7.0,7.0,1.0,3.0,64.0,1.0,False,False,National,,,,,,,,,,1.0,60+,
2002,Labour,5.0,,,2.0,39.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,,6.0,7.0,5.0,3.0,63.0,1.0,False,False,Labour,,,,,,,,,,,60+,
2002,Labour,,,3.0,3.0,68.0,1.0,False,False,NZ First,,,,,,,,,,0.0,60+,
2002,Labour,5.0,10.0,0.0,3.0,35.0,0.0,False,False,,,,,,,,,,,0.0,30-44,
2002,United Future,6.0,7.0,2.0,3.0,27.0,0.0,False,False,,,,,,,,,,,,18-29,
2002,Progressive,5.0,10.0,5.0,2.0,45.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,National,5.0,6.0,4.0,2.0,53.0,1.0,False,False,Labour,,,,,,,,,,1.0,45-59,
2002,Labour,4.0,8.0,3.0,2.0,39.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,7.0,6.0,9.0,3.0,34.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,National,,,,2.0,20.0,0.0,False,False,,,,,,,,,,,1.0,18-29,
2002,NZ First,5.0,7.0,0.0,3.0,38.0,1.0,False,False,NZ First,,,,,,,,,,,30-44,
2002,ACT,8.0,5.0,3.0,2.0,48.0,0.0,False,False,ACT,,,,,,,,,,,45-59,
2002,Labour,10.0,0.0,10.0,1.0,49.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,National,8.0,8.0,4.0,4.0,67.0,0.0,False,False,National,,,,,,,,,,1.0,60+,
2002,National,5.0,9.0,3.0,2.0,45.0,0.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,National,9.0,9.0,2.0,3.0,50.0,1.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,NZ First,8.0,9.0,3.0,3.0,75.0,0.0,False,False,ACT,,,,,,,,,,,60+,
2002,National,9.0,10.0,0.0,3.0,27.0,1.0,False,False,Labour,,,,,,,,,,1.0,18-29,
2002,National,7.0,7.0,5.0,4.0,38.0,0.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,United Future,7.0,5.0,3.0,2.0,21.0,0.0,False,False,National,,,,,,,,,,,18-29,
2002,Labour,5.0,5.0,5.0,2.0,50.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,3.0,10.0,1.0,2.0,73.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,,5.0,7.0,3.0,2.0,38.0,0.0,False,False,Labour,,,,,,,,,,,30-44,
2002,National,10.0,7.0,2.0,3.0,71.0,0.0,False,False,National,,,,,,,,,,1.0,60+,
2002,,6.0,6.0,3.0,2.0,57.0,0.0,False,False,,,,,,,,,,,,45-59,
2002,,5.0,9.0,5.0,3.0,44.0,1.0,,,Labour,,,,,,,,,,,30-44,
2002,Labour,7.0,8.0,8.0,2.0,83.0,0.0,,,Labour,,,,,,,,,,0.0,60+,
2002,ACT,8.0,9.0,4.0,2.0,62.0,0.0,False,False,ACT,,,,,,,,,,,60+,
2002,National,5.0,6.0,2.0,3.0,64.0,1.0,False,False,Labour,,,,,,,,,,1.0,60+,
2002,Labour,3.0,10.0,3.0,1.0,81.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,4.0,,,3.0,63.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,5.0,,5.0,3.0,38.0,1.0,False,False,,,,,,,,,,,0.0,30-44,
2002,NZ First,8.0,8.0,2.0,3.0,69.0,0.0,,,NZ First,,,,,,,,,,,60+,
2002,Labour,4.0,10.0,0.0,4.0,55.0,0.0,False,False,,,,,,,,,,,0.0,45-59,
2002,Labour,3.0,7.0,3.0,3.0,39.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,United Future,7.0,7.0,2.0,3.0,66.0,0.0,,,National,,,,,,,,,,,60+,
2002,Labour,5.0,8.0,4.0,2.0,31.0,1.0,False,False,Alliance,,,,,,,,,,0.0,30-44,
2002,Green,0.0,8.0,3.0,2.0,38.0,1.0,False,False,Green,,,,,,,,,,,30-44,
2002,Green,3.0,,,,45.0,1.0,False,False,Green,,,,,,,,,,,45-59,
2002,NZ First,,,,3.0,42.0,1.0,False,False,National,,,,,,,,,,,30-44,
2002,United Future,8.0,7.0,2.0,2.0,51.0,0.0,False,False,National,,,,,,,,,,,45-59,
2002,NZ First,5.0,5.0,5.0,2.0,35.0,1.0,False,False,,,,,,,,,,,,30-44,
2002,Labour,5.0,5.0,5.0,,56.0,1.0,,,,,,,,,,,,,0.0,45-59,
2002,Labour,3.0,7.0,3.0,2.0,68.0,0.0,,,Labour,,,,,,,,,,0.0,60+,
2002,Green,3.0,7.0,4.0,2.0,34.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Green,5.0,6.0,4.0,3.0,43.0,0.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Green,2.0,10.0,5.0,3.0,19.0,1.0,False,False,,,,,,,,,,,,18-29,
2002,ACT,3.0,7.0,3.0,2.0,35.0,0.0,False,False,Alliance,,,,,,,,,,,30-44,
2002,Green,1.0,,5.0,3.0,58.0,1.0,False,False,Alliance,,,,,,,,,,,45-59,
2002,Green,3.0,6.0,4.0,2.0,47.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,Labour,4.0,7.0,4.0,,65.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,5.0,,,3.0,35.0,1.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,National,,7.0,4.0,2.0,44.0,0.0,False,False,ACT,,,,,,,,,,1.0,30-44,
2002,Labour,4.0,6.0,5.0,3.0,50.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,National,7.0,7.0,4.0,2.0,74.0,0.0,False,False,National,,,,,,,,,,1.0,60+,
2002,ACT,6.0,10.0,0.0,3.0,30.0,1.0,False,False,NZ First,,,,,,,,,,,30-44,
2002,United Future,3.0,6.0,2.0,3.0,49.0,0.0,False,False,Green,,,,,,,,,,,45-59,
2002,United Future,7.0,8.0,1.0,2.0,43.0,0.0,False,False,National,,,,,,,,,,,30-44,
2002,United Future,5.0,7.0,3.0,2.0,76.0,0.0,False,False,Labour,,,,,,,,,,,60+,
2002,,8.0,,,4.0,32.0,0.0,False,False,National,,,,,,,,,,,30-44,
2002,ACT,10.0,8.0,3.0,5.0,36.0,1.0,False,False,National,,,,,,,,,,,30-44,
2002,United Future,6.0,7.0,4.0,3.0,77.0,0.0,False,False,,,,,,,,,,,,60+,
2002,,,,,2.0,57.0,0.0,False,False,National,,,,,,,,,,,45-59,
2002,National,7.0,10.0,2.0,3.0,50.0,0.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,Labour,2.0,8.0,3.0,2.0,38.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,,,,3.0,49.0,1.0,,,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,0.0,10.0,0.0,2.0,85.0,1.0,,,Labour,,,,,,,,,,0.0,60+,
2002,United Future,7.0,8.0,3.0,3.0,38.0,1.0,False,False,ACT,,,,,,,,,,,30-44,
2002,ACT,9.0,,3.0,4.0,63.0,0.0,False,False,National,,,,,,,,,,,60+,
2002,United Future,4.0,10.0,2.0,2.0,49.0,1.0,False,False,Labour,,,,,,,,,,,45-59,
2002,Labour,4.0,8.0,4.0,2.0,31.0,0.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,Labour,3.0,5.0,7.0,3.0,74.0,0.0,,,Labour,,,,,,,,,,0.0,60+,
2002,United Future,4.0,9.0,3.0,3.0,61.0,0.0,,,Labour,,,,,,,,,,,60+,
2002,,5.0,,,3.0,47.0,0.0,,,,,,,,,,,,,,45-59,
2002,ACT,8.0,8.0,2.0,3.0,29.0,1.0,False,False,ACT,,,,,,,,,,,18-29,
2002,Labour,5.0,9.0,3.0,2.0,47.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,5.0,4.0,6.0,3.0,39.0,1.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,Labour,0.0,10.0,,2.0,51.0,1.0,False,False,Alliance,,,,,,,,,,0.0,45-59,
2002,NZ First,5.0,6.0,4.0,3.0,41.0,1.0,False,False,Alliance,,,,,,,,,,,30-44,
2002,National,4.0,6.0,3.0,4.0,50.0,1.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,ACT,8.0,10.0,2.0,2.0,56.0,1.0,False,False,National,,,,,,,,,,,45-59,
2002,,3.0,7.0,3.0,2.0,44.0,0.0,False,False,Alliance,,,,,,,,,,,30-44,
2002,Labour,,,5.0,,70.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,4.0,9.0,6.0,3.0,64.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,,,6.0,4.0,3.0,44.0,0.0,False,False,National,,,,,,,,,,,30-44,
2002,NZ First,5.0,,,2.0,60.0,0.0,False,False,NZ First,,,,,,,,,,,60+,
2002,Labour,5.0,8.0,1.0,,84.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,NZ First,8.0,8.0,6.0,4.0,72.0,1.0,False,False,NZ First,,,,,,,,,,,60+,
2002,Labour,7.0,7.0,7.0,2.0,57.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,NZ First,,,,3.0,38.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,United Future,4.0,6.0,4.0,2.0,40.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Labour,0.0,7.0,3.0,4.0,33.0,1.0,False,False,Green,,,,,,,,,,0.0,30-44,
2002,Labour,9.0,0.0,10.0,,52.0,1.0,,,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,5.0,6.0,3.0,2.0,59.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,National,5.0,10.0,0.0,3.0,36.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,Green,10.0,0.0,0.0,3.0,45.0,1.0,False,False,,,,,,,,,,,,45-59,
2002,ACT,6.0,7.0,4.0,2.0,53.0,0.0,,,Labour,,,,,,,,,,,45-59,
2002,ACT,10.0,10.0,0.0,3.0,29.0,1.0,False,False,National,,,,,,,,,,,18-29,
2002,National,8.0,8.0,0.0,2.0,71.0,1.0,False,False,ACT,,,,,,,,,,1.0,60+,
2002,Green,0.0,9.0,3.0,2.0,38.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Progressive,5.0,7.0,6.0,3.0,43.0,0.0,False,False,NZ First,,,,,,,,,,,30-44,
2002,ACT,9.0,7.0,5.0,2.0,32.0,0.0,False,False,ACT,,,,,,,,,,,30-44,
2002,Labour,7.0,6.0,9.0,4.0,20.0,0.0,,,,,,,,,,,,,0.0,18-29,
2002,Labour,3.0,7.0,3.0,2.0,55.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,2.0,7.0,3.0,2.0,45.0,1.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,,5.0,8.0,6.0,4.0,68.0,1.0,False,False,,,,,,,,,,,,60+,
2002,National,5.0,,,3.0,30.0,0.0,False,False,NZ First,,,,,,,,,,1.0,30-44,
2002,Progressive,4.0,9.0,3.0,,78.0,1.0,,,Alliance,,,,,,,,,,,60+,
2002,National,5.0,,,2.0,40.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,NZ First,4.0,1.0,8.0,3.0,64.0,1.0,False,False,National,,,,,,,,,,,60+,
2002,Progressive,5.0,9.0,5.0,3.0,61.0,0.0,False,False,Alliance,,,,,,,,,,,60+,
2002,NZ First,5.0,10.0,3.0,3.0,49.0,1.0,False,False,NZ First,,,,,,,,,,,45-59,
2002,NZ First,,,,2.0,29.0,1.0,False,False,,,,,,,,,,,,18-29,
2002,United Future,8.0,8.0,1.0,4.0,42.0,0.0,False,False,National,,,,,,,,,,,30-44,
2002,Labour,,,,2.0,43.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,NZ First,,,,3.0,37.0,1.0,False,False,NZ First,,,,,,,,,,,30-44,
2002,Labour,2.0,8.0,4.0,3.0,62.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Labour,4.0,9.0,2.0,2.0,53.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,NZ First,5.0,5.0,5.0,2.0,56.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,Labour,0.0,10.0,0.0,2.0,41.0,1.0,False,False,Alliance,,,,,,,,,,0.0,30-44,
2002,,5.0,7.0,3.0,3.0,39.0,0.0,False,False,Labour,,,,,,,,,,,30-44,
2002,United Future,7.0,7.0,3.0,4.0,60.0,0.0,False,False,ACT,,,,,,,,,,,60+,
2002,Green,2.0,8.0,6.0,5.0,44.0,1.0,False,False,Green,,,,,,,,,,,30-44,
2002,Labour,4.0,8.0,3.0,2.0,74.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,5.0,4.0,6.0,3.0,69.0,1.0,False,False,National,,,,,,,,,,1.0,60+,
2002,Labour,,,,2.0,30.0,0.0,False,False,National,,,,,,,,,,0.0,30-44,
2002,National,7.0,8.0,3.0,3.0,59.0,1.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,Labour,2.0,8.0,2.0,2.0,38.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,United Future,6.0,7.0,3.0,4.0,37.0,0.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Labour,1.0,10.0,3.0,2.0,70.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,6.0,9.0,2.0,3.0,75.0,1.0,False,False,,,,,,,,,,,1.0,60+,
2002,United Future,6.0,10.0,2.0,1.0,63.0,1.0,False,False,Green,,,,,,,,,,,60+,
2002,Labour,1.0,,,2.0,67.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,,,,,1.0,35.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,United Future,8.0,8.0,2.0,3.0,62.0,1.0,False,False,National,,,,,,,,,,,60+,
2002,NZ First,,,,3.0,47.0,0.0,False,False,National,,,,,,,,,,,45-59,
2002,Labour,5.0,6.0,4.0,2.0,27.0,1.0,,,Labour,,,,,,,,,,0.0,18-29,
2002,ACT,8.0,4.0,3.0,2.0,50.0,0.0,False,False,ACT,,,,,,,,,,,45-59,
2002,Progressive,2.0,10.0,3.0,2.0,75.0,0.0,False,False,,,,,,,,,,,,60+,
2002,Labour,4.0,6.0,4.0,2.0,61.0,0.0,False,False,,,,,,,,,,,0.0,60+,
2002,Labour,1.0,10.0,0.0,2.0,66.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,6.0,6.0,3.0,4.0,57.0,0.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,United Future,6.0,7.0,2.0,3.0,51.0,1.0,False,False,NZ First,,,,,,,,,,,45-59,
2002,National,5.0,6.0,4.0,3.0,63.0,0.0,False,False,National,,,,,,,,,,1.0,60+,
2002,NZ First,2.0,9.0,1.0,2.0,29.0,0.0,False,False,Labour,,,,,,,,,,,18-29,
2002,NZ First,8.0,8.0,3.0,4.0,74.0,0.0,False,False,National,,,,,,,,,,,60+,
2002,United Future,6.0,8.0,6.0,2.0,43.0,0.0,,,,,,,,,,,,,,30-44,
2002,Labour,7.0,8.0,7.0,2.0,41.0,1.0,,,,,,,,,,,,,0.0,30-44,
2002,Labour,5.0,,,3.0,34.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,United Future,5.0,9.0,4.0,2.0,65.0,1.0,False,False,NZ First,,,,,,,,,,,60+,
2002,Labour,5.0,8.0,5.0,2.0,88.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Green,3.0,10.0,5.0,,47.0,1.0,False,False,,,,,,,,,,,,45-59,
2002,Labour,3.0,7.0,2.0,2.0,41.0,1.0,False,False,Labour,,,,,,,,,,0.0,30-44,
2002,United Future,4.0,8.0,4.0,3.0,60.0,1.0,False,False,Green,,,,,,,,,,,60+,
2002,National,5.0,7.0,4.0,,84.0,1.0,False,False,National,,,,,,,,,,1.0,60+,
2002,National,5.0,10.0,0.0,1.0,42.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,National,5.0,6.0,4.0,2.0,37.0,0.0,False,False,,,,,,,,,,,1.0,30-44,
2002,Green,5.0,7.0,6.0,4.0,57.0,0.0,False,False,Alliance,,,,,,,,,,,45-59,
2002,Green,,,,4.0,43.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,Green,10.0,8.0,4.0,2.0,85.0,1.0,False,False,,,,,,,,,,,,60+,
2002,,5.0,5.0,5.0,3.0,38.0,1.0,False,False,National,,,,,,,,,,,30-44,
2002,National,8.0,6.0,4.0,2.0,38.0,0.0,False,False,,,,,,,,,,,1.0,30-44,
2002,Labour,9.0,4.0,10.0,3.0,45.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,ACT,5.0,7.0,3.0,3.0,44.0,0.0,False,False,ACT,,,,,,,,,,,30-44,
2002,Labour,5.0,4.0,4.0,2.0,54.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,ACT,8.0,9.0,5.0,2.0,33.0,0.0,False,False,ACT,,,,,,,,,,,30-44,
2002,Labour,3.0,8.0,3.0,2.0,65.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,Progressive,7.0,8.0,,2.0,46.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,National,7.0,7.0,4.0,2.0,44.0,0.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,NZ First,8.0,8.0,3.0,3.0,64.0,1.0,False,False,NZ First,,,,,,,,,,,60+,
2002,National,7.0,7.0,5.0,3.0,41.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,National,6.0,7.0,4.0,3.0,45.0,0.0,False,False,National,,,,,,,,,,1.0,45-59,
2002,,5.0,6.0,3.0,,60.0,1.0,False,False,National,,,,,,,,,,,60+,
2002,Green,2.0,10.0,0.0,3.0,34.0,1.0,False,False,,,,,,,,,,,,30-44,
2002,,4.0,,3.0,2.0,46.0,1.0,,,Labour,,,,,,,,,,,45-59,
2002,Labour,4.0,8.0,2.0,1.0,61.0,0.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,National,6.0,8.0,5.0,2.0,70.0,0.0,False,False,National,,,,,,,,,,1.0,60+,
2002,NZ First,5.0,10.0,0.0,3.0,47.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,United Future,6.0,,,2.0,72.0,1.0,False,False,,,,,,,,,,,,60+,
2002,Green,1.0,8.0,6.0,2.0,53.0,0.0,False,False,Green,,,,,,,,,,,45-59,
2002,National,8.0,7.0,1.0,3.0,71.0,1.0,False,False,National,,,,,,,,,,1.0,60+,
2002,National,7.0,7.0,5.0,4.0,38.0,1.0,False,False,Labour,,,,,,,,,,1.0,30-44,
2002,Labour,5.0,,,1.0,54.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,8.0,9.0,8.0,3.0,51.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,Labour,5.0,9.0,0.0,2.0,45.0,0.0,False,False,Labour,,,,,,,,,,0.0,45-59,
2002,,6.0,8.0,3.0,4.0,55.0,1.0,False,False,,,,,,,,,,,,45-59,
2002,Labour,5.0,8.0,2.0,2.0,74.0,1.0,False,False,Labour,,,,,,,,,,0.0,60+,
2002,,5.0,1.0,5.0,3.0,39.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,National,6.0,9.0,2.0,3.0,35.0,1.0,False,False,National,,,,,,,,,,1.0,30-44,
2002,United Future,,,,3.0,58.0,1.0,False,False,National,,,,,,,,,,,45-59,
2002,NZ First,4.0,10.0,3.0,2.0,46.0,1.0,False,False,Labour,,,,,,,,,,,45-59,
2002,National,6.0,7.0,2.0,2.0,43.0,1.0,False,False,Labour,,,,,,,,,,1.0,30-44,
2002,Green,2.0,8.0,4.0,2.0,43.0,1.0,False,False,Labour,,,,,,,,,,,30-44,
2002,United Future,8.0,9.0,1.0,2.0,65.0,1.0,False,False,National,,,,,,,,,,,60+,
2002,National,8.0,9.0,6.0,2.0,75.0,0.0,,,National,,,,,,,,,,1.0,60+,
2002,ACT,,,,,27.0,1.0,False,False,Labour,,,,,,,,,,,18-29,
2002,Progressive,6.0,8.0,6.0,3.0,52.0,0.0,False,False,Labour,,,,,,,,,,,45-59,
2002,NZ First,,,,2.0,54.0,1.0,False,False,Labour,,,,,,,,,,,45-59,
