date,election_cycle,pollster,sample_size,candidate,percent
2026-06-17,2026,1 News–Verian,1001,Swarbrick,6.0
2026-07-05,2026,Taxpayers' Union–Curia,1000,Hipkins,19.2
2026-07-05,2026,Taxpayers' Union–Curia,1000,Luxon,19.1
2026-07-05,2026,Taxpayers' Union–Curia,1000,Peters,11.8
2026-07-05,2026,Taxpayers' Union–Curia,1000,Seymour,5.1
2026-07-05,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.6
2026-07-09,2026,RNZ–Reid Research,1000,Hipkins,23.9
2026-07-09,2026,RNZ–Reid Research,1000,Luxon,20.0
2026-07-09,2026,RNZ–Reid Research,1000,Peters,13.2
2026-07-09,2026,RNZ–Reid Research,1000,Seymour,6.9
2026-07-09,2026,RNZ–Reid Research,1000,Swarbrick,8.2
2026-08-04,2026,Taxpayers' Union–Curia,1000,Hipkins,19.8
2026-08-04,2026,Taxpayers' Union–Curia,1000,Luxon,23.2
2026-08-04,2026,Taxpayers' Union–Curia,1000,Peters,10.5
2026-08-04,2026,Taxpayers' Union–Curia,1000,Seymour,3.8
2026-08-04,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.8
