date,election_cycle,pollster,sample_size,candidate,percent
2022-12-06,2023,Taxpayers' Union–Curia,1000,Seymour,7.1
2023-01-27,2023,Newshub–Reid Research,,Ardern,12.4
2023-01-27,2023,Newshub–Reid Research,,Hipkins,19.6
2023-01-27,2023,Newshub–Reid Research,,Luxon,18.8
2023-01-27,2023,Newshub–Reid Research,,Peters,2.9
2023-01-27,2023,Newshub–Reid Research,,Seymour,8.0
2023-01-29,2023,1 News–Kantar Public,1008,Ardern,5.0
2023-01-29,2023,1 News–Kantar Public,1008,Collins,0.3
2023-01-29,2023,1 News–Kantar Public,1008,Hipkins,23.0
2023-01-29,2023,1 News–Kantar Public,1008,Luxon,22.0
2023-01-29,2023,1 News–Kantar Public,1008,Peters,2.0
2023-01-29,2023,1 News–Kantar Public,1008,Seymour,6.0
2023-01-31,2023,Talbot Mills,,Hipkins,35.0
2023-01-31,2023,Talbot Mills,,Luxon,27.0
2023-01-31,2023,Talbot Mills,,Seymour,9.0
2023-02-09,2023,Taxpayers' Union–Curia,1000,Ardern,9.0
2023-02-09,2023,Taxpayers' Union–Curia,1000,Hipkins,30.0
2023-02-09,2023,Taxpayers' Union–Curia,1000,Luxon,26.0
2023-02-09,2023,Taxpayers' Union–Curia,1000,Peters,3.5
2023-02-09,2023,Taxpayers' Union–Curia,1000,Seymour,8.0
2023-03-07,2023,Taxpayers' Union–Curia,1000,Ardern,7.0
2023-03-07,2023,Taxpayers' Union–Curia,1000,Hipkins,30.0
2023-03-07,2023,Taxpayers' Union–Curia,1000,Luxon,21.0
2023-03-07,2023,Taxpayers' Union–Curia,1000,Seymour,8.0
2023-03-08,2023,1 News–Kantar Public,1002,Ardern,2.0
2023-03-08,2023,1 News–Kantar Public,1002,Collins,0.2
2023-03-08,2023,1 News–Kantar Public,1002,Hipkins,27.0
2023-03-08,2023,1 News–Kantar Public,1002,Luxon,17.0
2023-03-08,2023,1 News–Kantar Public,1002,Peters,3.0
2023-03-08,2023,1 News–Kantar Public,1002,Seymour,6.0
2023-03-09,2023,Talbot Mills,1021,Hipkins,39.0
2023-03-09,2023,Talbot Mills,1021,Luxon,23.0
2023-04-05,2023,Talbot Mills,,Hipkins,36.0
2023-04-05,2023,Talbot Mills,,Luxon,24.0
2023-04-05,2023,Talbot Mills,,Seymour,11.0
2023-05-03,2023,Talbot Mills,1046,Hipkins,32.0
2023-05-03,2023,Talbot Mills,1046,Luxon,25.0
2023-05-11,2023,Newshub–Reid Research,,Ardern,8.5
2023-05-11,2023,Newshub–Reid Research,,Hipkins,23.4
2023-05-11,2023,Newshub–Reid Research,,Luxon,16.4
2023-05-11,2023,Newshub–Reid Research,,Peters,3.6
2023-05-11,2023,Newshub–Reid Research,,Seymour,7.5
2023-05-24,2023,1 News–Kantar Public,1002,Ardern,1.0
2023-05-24,2023,1 News–Kantar Public,1002,Collins,0.1
2023-05-24,2023,1 News–Kantar Public,1002,Hipkins,25.0
2023-05-24,2023,1 News–Kantar Public,1002,Luxon,18.0
2023-05-24,2023,1 News–Kantar Public,1002,Peters,2.0
2023-05-24,2023,1 News–Kantar Public,1002,Seymour,7.0
2023-06-06,2023,Taxpayers' Union Curia,1000,Ardern,9.0
2023-06-06,2023,Taxpayers' Union Curia,1000,Hipkins,29.0
2023-06-06,2023,Taxpayers' Union Curia,1000,Luxon,23.0
2023-06-06,2023,Taxpayers' Union Curia,1000,Peters,2.8
2023-06-06,2023,Taxpayers' Union Curia,1000,Seymour,7.0
2023-07-02,2023,Talbot Mills,1036,Hipkins,32.0
2023-07-02,2023,Talbot Mills,1036,Luxon,21.0
2023-07-10,2023,Taxpayers' Union–Curia,1000,Ardern,8.0
2023-07-10,2023,Taxpayers' Union–Curia,1000,Hipkins,23.0
2023-07-10,2023,Taxpayers' Union–Curia,1000,Luxon,20.0
2023-07-10,2023,Taxpayers' Union–Curia,1000,Peters,3.6
2023-07-10,2023,Taxpayers' Union–Curia,1000,Seymour,6.0
2023-07-12,2023,1 News–Verian,1000,Ardern,1.0
2023-07-12,2023,1 News–Verian,1000,Hipkins,24.0
2023-07-12,2023,1 News–Verian,1000,Luxon,20.0
2023-07-12,2023,1 News–Verian,1000,Peters,2.0
2023-07-12,2023,1 News–Verian,1000,Seymour,7.0
2023-07-31,2023,Newshub–Reid Research,,Hipkins,24.0
2023-07-31,2023,Newshub–Reid Research,,Luxon,15.9
2023-07-31,2023,Newshub–Reid Research,,Peters,4.3
2023-07-31,2023,Newshub–Reid Research,,Seymour,10.9
2023-08-07,2023,Talbot Mills,1012,Hipkins,34.0
2023-08-07,2023,Talbot Mills,1012,Luxon,24.0
2023-08-08,2023,Taxpayers' Union–Curia,1000,Hipkins,25.0
2023-08-08,2023,Taxpayers' Union–Curia,1000,Luxon,25.0
2023-08-08,2023,Taxpayers' Union–Curia,1000,Peters,7.0
2023-08-08,2023,Taxpayers' Union–Curia,1000,Seymour,7.0
2023-08-16,2023,1 News–Verian,1000,Ardern,2.0
2023-08-16,2023,1 News–Verian,1000,Collins,0.2
2023-08-16,2023,1 News–Verian,1000,Hipkins,21.0
2023-08-16,2023,1 News–Verian,1000,Luxon,20.0
2023-08-16,2023,1 News–Verian,1000,Peters,3.0
2023-08-16,2023,1 News–Verian,1000,Seymour,6.0
2023-08-30,2023,Talbot Mills,,Hipkins,28.0
2023-08-30,2023,Talbot Mills,,Luxon,26.0
2023-08-30,2023,Talbot Mills,,Seymour,11.0
2023-08-30,2023,The Post–Freshwater Strategy,1511,Hipkins,45.0
2023-08-30,2023,The Post–Freshwater Strategy,1511,Luxon,43.0
2023-09-09,2023,Newshub–Reid Research,,Hipkins,22.5
2023-09-09,2023,Newshub–Reid Research,,Luxon,22.5
2023-09-09,2023,Newshub–Reid Research,,Peters,4.6
2023-09-09,2023,Newshub–Reid Research,,Seymour,7.0
2023-09-12,2023,1 News–Verian,1002,Ardern,1.0
2023-09-12,2023,1 News–Verian,1002,Collins,0.1
2023-09-12,2023,1 News–Verian,1002,Hipkins,23.0
2023-09-12,2023,1 News–Verian,1002,Luxon,23.0
2023-09-12,2023,1 News–Verian,1002,Peters,4.0
2023-09-12,2023,1 News–Verian,1002,Seymour,5.0
2023-09-19,2023,1 News–Verian,1001,Ardern,1.0
2023-09-19,2023,1 News–Verian,1001,Collins,0.2
2023-09-19,2023,1 News–Verian,1001,Hipkins,23.0
2023-09-19,2023,1 News–Verian,1001,Luxon,23.0
2023-09-19,2023,1 News–Verian,1001,Peters,4.0
2023-09-19,2023,1 News–Verian,1001,Seymour,5.0
2023-09-23,2023,Newshub–Reid Research,,Ardern,4.1
2023-09-23,2023,Newshub–Reid Research,,Hipkins,19.1
2023-09-23,2023,Newshub–Reid Research,,Luxon,24.0
2023-09-23,2023,Newshub–Reid Research,,Peters,6.0
2023-09-23,2023,Newshub–Reid Research,,Seymour,6.1
2023-09-26,2023,1 News–Verian,1002,Ardern,1.0
2023-09-26,2023,1 News–Verian,1002,Hipkins,23.0
2023-09-26,2023,1 News–Verian,1002,Luxon,23.0
2023-09-26,2023,1 News–Verian,1002,Peters,4.0
2023-09-26,2023,1 News–Verian,1002,Seymour,5.0
2023-10-03,2023,1 News–Verian,1000,Ardern,0.4
2023-10-03,2023,1 News–Verian,1000,Hipkins,25.0
2023-10-03,2023,1 News–Verian,1000,Luxon,26.0
2023-10-03,2023,1 News–Verian,1000,Peters,4.0
2023-10-03,2023,1 News–Verian,1000,Seymour,3.0
2023-10-04,2023,Taxpayers’ Union–Curia,1000,Ardern,4.5
2023-10-04,2023,Taxpayers’ Union–Curia,1000,Hipkins,27.0
2023-10-04,2023,Taxpayers’ Union–Curia,1000,Luxon,29.0
2023-10-04,2023,Taxpayers’ Union–Curia,1000,Peters,4.3
2023-10-04,2023,Taxpayers’ Union–Curia,1000,Seymour,4.0
2023-10-10,2023,1 News–Verian,1001,Ardern,0.5
2023-10-10,2023,1 News–Verian,1001,Collins,0.2
2023-10-10,2023,1 News–Verian,1001,Hipkins,25.0
2023-10-10,2023,1 News–Verian,1001,Luxon,25.0
2023-10-10,2023,1 News–Verian,1001,Peters,5.0
2023-10-10,2023,1 News–Verian,1001,Seymour,4.0
2023-10-10,2023,Newshub–Reid Research,,Ardern,3.4
2023-10-10,2023,Newshub–Reid Research,,Hipkins,22.2
2023-10-10,2023,Newshub–Reid Research,,Luxon,23.6
2023-10-10,2023,Newshub–Reid Research,,Peters,5.0
2023-10-10,2023,Newshub–Reid Research,,Seymour,4.2
2023-11-06,2026,Taxpayers' Union–Curia,1000,Hipkins,18.0
2023-11-06,2026,Taxpayers' Union–Curia,1000,Luxon,33.0
2023-11-06,2026,Taxpayers' Union–Curia,1000,Peters,5.0
2023-11-06,2026,Taxpayers' Union–Curia,1000,Seymour,4.0
2023-11-06,2026,Taxpayers' Union–Curia,1000,Swarbrick,6.3
2023-12-05,2026,Curia,,Hipkins,22.0
2023-12-05,2026,Curia,,Luxon,30.0
2024-01-10,2026,Curia,1000,Hipkins,13.0
2024-01-10,2026,Curia,1000,Luxon,31.0
2024-02-07,2026,Taxpayers' Union–Curia,1000,Hipkins,19.0
2024-02-07,2026,Taxpayers' Union–Curia,1000,Luxon,29.0
2024-02-07,2026,Taxpayers' Union–Curia,1000,Peters,6.0
2024-02-07,2026,Taxpayers' Union–Curia,1000,Seymour,10.0
2024-02-07,2026,Taxpayers' Union–Curia,1000,Swarbrick,6.0
2024-02-10,2026,Talbot Mills,,Hipkins,23.0
2024-02-10,2026,Talbot Mills,,Luxon,27.0
2024-02-14,2026,1 News–Verian,1002,Hipkins,15.0
2024-02-14,2026,1 News–Verian,1002,Luxon,25.0
2024-02-14,2026,1 News–Verian,1002,Peters,6.0
2024-02-14,2026,1 News–Verian,1002,Seymour,4.0
2024-02-14,2026,1 News–Verian,1002,Swarbrick,4.0
2024-03-10,2026,Talbot Mills,1000,Hipkins,23.0
2024-03-10,2026,Talbot Mills,1000,Luxon,24.0
2024-04-24,2026,1 News–Verian,1000,Hipkins,16.0
2024-04-24,2026,1 News–Verian,1000,Luxon,23.0
2024-04-24,2026,1 News–Verian,1000,Peters,4.0
2024-04-24,2026,1 News–Verian,1000,Seymour,5.0
2024-04-24,2026,1 News–Verian,1000,Swarbrick,6.0
2024-05-10,2026,Talbot Mills,,Hipkins,25.0
2024-05-10,2026,Talbot Mills,,Luxon,25.0
2024-06-06,2026,Taxpayers' Union–Curia,1000,Hipkins,20.2
2024-06-06,2026,Taxpayers' Union–Curia,1000,Luxon,25.4
2024-06-06,2026,Taxpayers' Union–Curia,1000,Peters,3.8
2024-06-06,2026,Taxpayers' Union–Curia,1000,Seymour,5.0
2024-06-06,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.6
2024-06-19,2026,1 News–Verian,1002,Hipkins,18.0
2024-06-19,2026,1 News–Verian,1002,Luxon,23.0
2024-06-19,2026,1 News–Verian,1002,Peters,4.0
2024-06-19,2026,1 News–Verian,1002,Seymour,4.0
2024-06-19,2026,1 News–Verian,1002,Swarbrick,6.0
2024-07-08,2026,Taxpayers' Union–Curia,1000,Hipkins,18.7
2024-07-08,2026,Taxpayers' Union–Curia,1000,Luxon,34.5
2024-07-08,2026,Taxpayers' Union–Curia,1000,Peters,5.6
2024-07-08,2026,Taxpayers' Union–Curia,1000,Seymour,5.6
2024-07-08,2026,Taxpayers' Union–Curia,1000,Swarbrick,10.9
2024-08-14,2026,1 News–Verian,1001,Hipkins,18.0
2024-08-14,2026,1 News–Verian,1001,Luxon,28.0
2024-08-14,2026,1 News–Verian,1001,Peters,5.0
2024-08-14,2026,1 News–Verian,1001,Seymour,4.0
2024-08-14,2026,1 News–Verian,1001,Swarbrick,7.0
2024-09-10,2026,Talbot Mills,,Hipkins,22.0
2024-09-10,2026,Talbot Mills,,Luxon,26.0
2024-09-10,2026,Taxpayers' Union–Curia,1000,Hipkins,12.6
2024-09-10,2026,Taxpayers' Union–Curia,1000,Luxon,32.7
2024-09-10,2026,Taxpayers' Union–Curia,1000,Peters,6.7
2024-09-10,2026,Taxpayers' Union–Curia,1000,Seymour,5.2
2024-09-10,2026,Taxpayers' Union–Curia,1000,Swarbrick,7.2
2024-10-07,2026,Taxpayers' Union–Curia,1000,Hipkins,16.9
2024-10-07,2026,Taxpayers' Union–Curia,1000,Luxon,27.7
2024-10-07,2026,Taxpayers' Union–Curia,1000,Peters,8.4
2024-10-07,2026,Taxpayers' Union–Curia,1000,Seymour,7.4
2024-10-07,2026,Taxpayers' Union–Curia,1000,Swarbrick,9.9
2024-10-09,2026,1 News–Verian,1000,Hipkins,15.0
2024-10-09,2026,1 News–Verian,1000,Luxon,25.0
2024-10-09,2026,1 News–Verian,1000,Peters,6.0
2024-10-09,2026,1 News–Verian,1000,Seymour,4.0
2024-10-09,2026,1 News–Verian,1000,Swarbrick,6.0
2024-11-10,2026,Talbot Mills,,Hipkins,23.0
2024-11-10,2026,Talbot Mills,,Luxon,25.0
2024-11-10,2026,Taxpayers' Union–Curia,1000,Hipkins,15.5
2024-11-10,2026,Taxpayers' Union–Curia,1000,Luxon,26.5
2024-11-10,2026,Taxpayers' Union–Curia,1000,Peters,6.3
2024-11-10,2026,Taxpayers' Union–Curia,1000,Seymour,7.4
2024-11-10,2026,Taxpayers' Union–Curia,1000,Swarbrick,5.2
2024-11-27,2026,The Post/Freshwater Strategy,1150,Hipkins,42.0
2024-11-27,2026,The Post/Freshwater Strategy,1150,Luxon,41.0
2024-11-28,2026,Labour–Talbot Mills,,Hipkins,22.7
2024-11-28,2026,Labour–Talbot Mills,,Luxon,22.1
2024-12-03,2026,Taxpayers' Union–Curia,1000,Hipkins,19.9
2024-12-03,2026,Taxpayers' Union–Curia,1000,Luxon,27.1
2024-12-03,2026,Taxpayers' Union–Curia,1000,Peters,5.8
2024-12-03,2026,Taxpayers' Union–Curia,1000,Seymour,5.8
2024-12-03,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.5
2024-12-04,2026,1 News–Verian,1006,Hipkins,15.0
2024-12-04,2026,1 News–Verian,1006,Luxon,24.0
2024-12-04,2026,1 News–Verian,1006,Peters,5.0
2024-12-04,2026,1 News–Verian,1006,Seymour,6.0
2024-12-04,2026,1 News–Verian,1006,Swarbrick,6.0
2025-01-13,2026,Taxpayers' Union–Curia,1000,Hipkins,15.3
2025-01-13,2026,Taxpayers' Union–Curia,1000,Luxon,24.5
2025-01-13,2026,Taxpayers' Union–Curia,1000,Peters,8.8
2025-01-13,2026,Taxpayers' Union–Curia,1000,Seymour,6.3
2025-01-13,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.5
2025-01-27,2026,Talbot Mills,1049,Hipkins,25.0
2025-01-27,2026,Talbot Mills,1049,Luxon,24.0
2025-02-04,2026,Taxpayers' Union–Curia,1000,Hipkins,17.6
2025-02-04,2026,Taxpayers' Union–Curia,1000,Luxon,20.7
2025-02-04,2026,Taxpayers' Union–Curia,1000,Peters,8.0
2025-02-04,2026,Taxpayers' Union–Curia,1000,Seymour,6.4
2025-02-04,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.9
2025-02-07,2026,1 News–Verian,1002,Hipkins,17.0
2025-02-07,2026,1 News–Verian,1002,Luxon,22.0
2025-02-07,2026,1 News–Verian,1002,Peters,5.0
2025-02-07,2026,1 News–Verian,1002,Seymour,6.0
2025-02-07,2026,1 News–Verian,1002,Swarbrick,6.0
2025-03-04,2026,Taxpayers' Union–Curia,1000,Hipkins,20.7
2025-03-04,2026,Taxpayers' Union–Curia,1000,Luxon,20.3
2025-03-04,2026,Taxpayers' Union–Curia,1000,Peters,8.6
2025-03-04,2026,Taxpayers' Union–Curia,1000,Seymour,5.0
2025-03-04,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.8
2025-03-10,2026,Talbot Mills,1003,Hipkins,24.0
2025-03-10,2026,Talbot Mills,1003,Luxon,21.0
2025-03-27,2026,RNZ–Reid Research,1000,Hipkins,20.9
2025-03-27,2026,RNZ–Reid Research,1000,Luxon,21.9
2025-03-27,2026,RNZ–Reid Research,1000,Peters,7.9
2025-03-27,2026,RNZ–Reid Research,1000,Seymour,6.8
2025-03-27,2026,RNZ–Reid Research,1000,Swarbrick,6.1
2025-04-01,2026,Taxpayers' Union–Curia,1000,Hipkins,18.9
2025-04-01,2026,Taxpayers' Union–Curia,1000,Luxon,21.9
2025-04-01,2026,Taxpayers' Union–Curia,1000,Peters,12.8
2025-04-01,2026,Taxpayers' Union–Curia,1000,Seymour,8.0
2025-04-01,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.2
2025-04-02,2026,1 News–Verian,1000,Hipkins,20.0
2025-04-02,2026,1 News–Verian,1000,Luxon,23.0
2025-04-02,2026,1 News–Verian,1000,Peters,7.0
2025-04-02,2026,1 News–Verian,1000,Seymour,3.0
2025-04-02,2026,1 News–Verian,1000,Swarbrick,4.0
2025-05-04,2026,Taxpayers' Union–Curia,1000,Hipkins,20.0
2025-05-04,2026,Taxpayers' Union–Curia,1000,Luxon,24.5
2025-05-04,2026,Taxpayers' Union–Curia,1000,Peters,8.1
2025-05-04,2026,Taxpayers' Union–Curia,1000,Seymour,6.7
2025-05-04,2026,Taxpayers' Union–Curia,1000,Swarbrick,5.0
2025-05-28,2026,1 News-Verian,1002,Hipkins,19.0
2025-05-28,2026,1 News-Verian,1002,Luxon,23.0
2025-05-28,2026,1 News-Verian,1002,Peters,6.0
2025-05-28,2026,1 News-Verian,1002,Seymour,4.0
2025-05-28,2026,1 News-Verian,1002,Swarbrick,5.0
2025-05-30,2026,RNZ-Reid Research,1008,Hipkins,23.2
2025-05-30,2026,RNZ-Reid Research,1008,Luxon,18.8
2025-05-30,2026,RNZ-Reid Research,1008,Peters,8.9
2025-05-30,2026,RNZ-Reid Research,1008,Seymour,6.4
2025-05-30,2026,RNZ-Reid Research,1008,Swarbrick,6.9
2025-06-09,2026,Taxpayers' Union–Curia,1000,Hipkins,18.5
2025-06-09,2026,Taxpayers' Union–Curia,1000,Luxon,20.3
2025-06-09,2026,Taxpayers' Union–Curia,1000,Peters,8.0
2025-06-09,2026,Taxpayers' Union–Curia,1000,Seymour,6.0
2025-06-09,2026,Taxpayers' Union–Curia,1000,Swarbrick,5.6
2025-06-15,2026,The Post/Freshwater Strategy,1150,Hipkins,43.0
2025-06-15,2026,The Post/Freshwater Strategy,1150,Luxon,37.0
2025-07-06,2026,Taxpayers' Union–Curia,1000,Hipkins,19.6
2025-07-06,2026,Taxpayers' Union–Curia,1000,Luxon,19.7
2025-07-06,2026,Taxpayers' Union–Curia,1000,Peters,9.3
2025-07-06,2026,Taxpayers' Union–Curia,1000,Seymour,5.7
2025-07-06,2026,Taxpayers' Union–Curia,1000,Swarbrick,7.0
2025-07-10,2026,Talbot Mills,1090,Hipkins,24.0
2025-07-10,2026,Talbot Mills,1090,Luxon,24.0
2025-08-05,2026,Taxpayers' Union–Curia,1000,Hipkins,20.2
2025-08-05,2026,Taxpayers' Union–Curia,1000,Luxon,20.2
2025-08-05,2026,Taxpayers' Union–Curia,1000,Peters,8.2
2025-08-05,2026,Taxpayers' Union–Curia,1000,Seymour,6.2
2025-08-05,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.0
2025-08-06,2026,1 News–Verian,1002,Hipkins,19.0
2025-08-06,2026,1 News–Verian,1002,Luxon,20.0
2025-08-06,2026,1 News–Verian,1002,Peters,7.0
2025-08-06,2026,1 News–Verian,1002,Seymour,4.0
2025-08-06,2026,1 News–Verian,1002,Swarbrick,4.0
2025-08-10,2026,Talbot Mills,1000,Hipkins,26.0
2025-08-10,2026,Talbot Mills,1000,Luxon,21.0
2025-09-02,2026,Taxpayers' Union–Curia,1000,Hipkins,17.7
2025-09-02,2026,Taxpayers' Union–Curia,1000,Luxon,21.7
2025-09-02,2026,Taxpayers' Union–Curia,1000,Peters,10.9
2025-09-02,2026,Taxpayers' Union–Curia,1000,Seymour,3.7
2025-09-02,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.8
2025-09-10,2026,Talbot Mills,1000,Hipkins,25.0
2025-09-10,2026,Talbot Mills,1000,Luxon,20.0
2025-09-12,2026,RNZ-Reid Research,1000,Hipkins,23.0
2025-09-12,2026,RNZ-Reid Research,1000,Luxon,19.6
2025-09-12,2026,RNZ-Reid Research,1000,Peters,8.9
2025-09-12,2026,RNZ-Reid Research,1000,Seymour,5.8
2025-09-12,2026,RNZ-Reid Research,1000,Swarbrick,6.5
2025-10-05,2026,Taxpayers' Union–Curia,1000,Hipkins,20.9
2025-10-05,2026,Taxpayers' Union–Curia,1000,Luxon,19.8
2025-10-05,2026,Taxpayers' Union–Curia,1000,Peters,9.9
2025-10-05,2026,Taxpayers' Union–Curia,1000,Seymour,4.0
2025-10-05,2026,Taxpayers' Union–Curia,1000,Swarbrick,6.3
2025-10-08,2026,1 News–Verian,1014,Hipkins,18.0
2025-10-08,2026,1 News–Verian,1014,Luxon,21.0
2025-10-08,2026,1 News–Verian,1014,Peters,8.0
2025-10-08,2026,1 News–Verian,1014,Seymour,5.0
2025-10-08,2026,1 News–Verian,1014,Swarbrick,6.0
2025-10-08,2026,The Post/Freshwater Strategy,1050,Hipkins,45.0
2025-10-08,2026,The Post/Freshwater Strategy,1050,Luxon,36.0
2025-10-10,2026,Talbot Mills,1097,Hipkins,24.0
2025-10-10,2026,Talbot Mills,1097,Luxon,21.0
2025-11-06,2026,Taxpayers' Union–Curia,1000,Hipkins,20.6
2025-11-06,2026,Taxpayers' Union–Curia,1000,Luxon,20.8
2025-11-06,2026,Taxpayers' Union–Curia,1000,Peters,8.5
2025-11-06,2026,Taxpayers' Union–Curia,1000,Seymour,7.7
2025-11-06,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.1
2025-11-10,2026,Talbot Mills,,Hipkins,26.0
2025-11-10,2026,Talbot Mills,,Luxon,22.0
2025-12-03,2026,1 News–Verian,1007,Hipkins,21.0
2025-12-03,2026,1 News–Verian,1007,Luxon,23.0
2025-12-03,2026,1 News–Verian,1007,Peters,9.0
2025-12-03,2026,1 News–Verian,1007,Seymour,5.0
2025-12-03,2026,1 News–Verian,1007,Swarbrick,5.0
2025-12-07,2026,Taxpayers' Union–Curia,1000,Hipkins,17.8
2025-12-07,2026,Taxpayers' Union–Curia,1000,Luxon,19.7
2025-12-07,2026,Taxpayers' Union–Curia,1000,Peters,8.5
2025-12-07,2026,Taxpayers' Union–Curia,1000,Seymour,6.0
2025-12-07,2026,Taxpayers' Union–Curia,1000,Swarbrick,7.6
2025-12-10,2026,The Post/Freshwater Strategy,1031,Hipkins,45.0
2025-12-10,2026,The Post/Freshwater Strategy,1031,Luxon,39.0
2026-01-18,2026,Taxpayers' Union–Curia,1000,Hipkins,18.0
2026-01-18,2026,Taxpayers' Union–Curia,1000,Luxon,19.5
2026-01-18,2026,Taxpayers' Union–Curia,1000,Peters,9.7
2026-01-18,2026,Taxpayers' Union–Curia,1000,Seymour,7.1
2026-01-18,2026,Taxpayers' Union–Curia,1000,Swarbrick,5.5
2026-01-22,2026,RNZ–Reid Research,1000,Hipkins,21.1
2026-01-22,2026,RNZ–Reid Research,1000,Luxon,19.4
2026-01-22,2026,RNZ–Reid Research,1000,Peters,12.6
2026-01-22,2026,RNZ–Reid Research,1000,Seymour,6.7
2026-01-22,2026,RNZ–Reid Research,1000,Swarbrick,6.0
2026-02-03,2026,Taxpayers' Union–Curia,1000,Hipkins,18.0
2026-02-03,2026,Taxpayers' Union–Curia,1000,Luxon,22.0
2026-02-03,2026,Taxpayers' Union–Curia,1000,Peters,12.5
2026-02-03,2026,Taxpayers' Union–Curia,1000,Seymour,4.8
2026-02-03,2026,Taxpayers' Union–Curia,1000,Swarbrick,6.7
2026-02-11,2026,1 News–Verian,1003,Hipkins,20.0
2026-02-11,2026,1 News–Verian,1003,Luxon,20.0
2026-02-11,2026,1 News–Verian,1003,Peters,10.0
2026-02-11,2026,1 News–Verian,1003,Seymour,4.0
2026-02-11,2026,1 News–Verian,1003,Swarbrick,5.0
2026-02-12,2026,The Post/Freshwater Strategy,1039,Hipkins,46.0
2026-02-12,2026,The Post/Freshwater Strategy,1039,Luxon,34.0
2026-03-03,2026,Taxpayers' Union–Curia,1000,Hipkins,22.7
2026-03-03,2026,Taxpayers' Union–Curia,1000,Luxon,21.0
2026-03-03,2026,Taxpayers' Union–Curia,1000,Peters,10.4
2026-03-03,2026,Taxpayers' Union–Curia,1000,Seymour,5.2
2026-03-03,2026,Taxpayers' Union–Curia,1000,Swarbrick,4.6
2026-03-12,2026,Talbot Mills,1059,Hipkins,26.0
2026-03-12,2026,Talbot Mills,1059,Luxon,22.0
2026-03-12,2026,Talbot Mills,1059,Peters,13.0
2026-03-12,2026,Talbot Mills,1059,Seymour,6.0
2026-03-12,2026,Talbot Mills,1059,Swarbrick,8.0
2026-03-20,2026,RNZ–Reid Research,1000,Hipkins,20.7
2026-03-20,2026,RNZ–Reid Research,1000,Luxon,17.3
2026-03-20,2026,RNZ–Reid Research,1000,Peters,13.1
2026-03-20,2026,RNZ–Reid Research,1000,Seymour,6.8
2026-03-20,2026,RNZ–Reid Research,1000,Swarbrick,6.8
2026-04-02,2026,Taxpayers' Union–Curia,1000,Hipkins,21.7
2026-04-02,2026,Taxpayers' Union–Curia,1000,Luxon,20.5
2026-04-02,2026,Taxpayers' Union–Curia,1000,Peters,12.1
2026-04-02,2026,Taxpayers' Union–Curia,1000,Seymour,4.6
2026-04-02,2026,Taxpayers' Union–Curia,1000,Swarbrick,7.4
2026-04-15,2026,1 News–Verian,1010,Hipkins,19.0
2026-04-15,2026,1 News–Verian,1010,Luxon,16.0
2026-04-15,2026,1 News–Verian,1010,Peters,12.0
2026-04-15,2026,1 News–Verian,1010,Seymour,4.0
2026-04-15,2026,1 News–Verian,1010,Swarbrick,6.0
2026-04-16,2026,Talbot Mills,1082,Hipkins,23.0
2026-04-16,2026,Talbot Mills,1082,Luxon,20.0
2026-04-16,2026,Talbot Mills,1082,Peters,15.0
2026-04-16,2026,Talbot Mills,1082,Seymour,7.0
2026-04-16,2026,Talbot Mills,1082,Swarbrick,9.0
2026-05-07,2026,Taxpayers' Union–Curia,1000,Hipkins,19.0
2026-05-07,2026,Taxpayers' Union–Curia,1000,Luxon,21.5
2026-05-07,2026,Taxpayers' Union–Curia,1000,Peters,11.6
2026-05-07,2026,Taxpayers' Union–Curia,1000,Seymour,3.9
2026-05-07,2026,Taxpayers' Union–Curia,1000,Swarbrick,5.4
2026-05-10,2026,Talbot Mills,,Hipkins,23.0
2026-05-10,2026,Talbot Mills,,Luxon,20.0
2026-05-10,2026,Talbot Mills,,Peters,17.0
2026-05-10,2026,Talbot Mills,,Seymour,7.0
2026-05-10,2026,Talbot Mills,,Swarbrick,10.0
2026-06-08,2026,Taxpayers' Union–Curia,1000,Hipkins,17.1
2026-06-08,2026,Taxpayers' Union–Curia,1000,Luxon,18.8
2026-06-08,2026,Taxpayers' Union–Curia,1000,Peters,12.8
2026-06-08,2026,Taxpayers' Union–Curia,1000,Seymour,6.3
2026-06-08,2026,Taxpayers' Union–Curia,1000,Swarbrick,8.1
2026-06-10,2026,Talbot Mills,1021,Hipkins,21.0
2026-06-10,2026,Talbot Mills,1021,Luxon,20.0
2026-06-10,2026,Talbot Mills,1021,Peters,14.0
2026-06-10,2026,Talbot Mills,1021,Seymour,6.0
2026-06-10,2026,Talbot Mills,1021,Swarbrick,10.0
2026-06-11,2026,The Post/Freshwater Strategy,1038,Hipkins,44.0
2026-06-11,2026,The Post/Freshwater Strategy,1038,Luxon,37.0
2026-06-17,2026,1 News–Verian,1001,Hipkins,16.0
2026-06-17,2026,1 News–Verian,1001,Luxon,18.0
2026-06-17,2026,1 News–Verian,1001,Peters,10.0
2026-06-17,2026,1 News–Verian,1001,Seymour,4.0
