STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-4.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-4.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.85,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-10.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-6.12,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-12.43,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.24,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-9.08,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-8.56,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-8.07,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,MEX,Mexico,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.97,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-3.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NZL,New Zealand,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,7.64,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-5.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-7.16,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-7.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-4.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-9.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-0.44,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,0.99,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,TUR,Türkiye,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-2.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-8.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-9.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-3.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-6.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-3.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BRA,Brazil,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,0.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-3.87,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HRV,Croatia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-5.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ROU,Romania,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-7.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ZAF,South Africa,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2009,,-1.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUS,Australia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-3.49,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-2.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-0.89,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CAN,Canada,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-2.27,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,COL,Colombia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-5.28,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-3.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-1.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-2.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-4.61,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-2.32,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-5.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-0.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-4.19,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-29.93,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-0.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-0.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-8.39,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-7.29,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-5.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-0.59,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,MEX,Mexico,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-1.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-4.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NZL,New Zealand,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-6.54,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,8.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-5.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-8.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-6.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-4.52,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.21,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,TUR,Türkiye,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,0.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-6.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-8.8,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-3.78,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-5.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-3.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BRA,Brazil,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,1.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GNLBP,Government primary balance,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2010,,-3.06,,A,Normal value,0,Units,_Z,Not applicable,,
