STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUS,Australia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.22,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CAN,Canada,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.75,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.53,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,COL,Colombia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,1.99,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.84,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,5.91,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,1.86,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,5.09,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.72,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.31,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.15,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.92,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,5.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,6.51,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,5.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.7,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,MEX,Mexico,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.03,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.58,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NZL,New Zealand,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.13,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.18,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.68,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.74,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.66,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.94,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.4,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD,OECD,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,OECD_REP,OECD average country,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.81,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BRA,Brazil,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,2.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BGR,Bulgaria,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,4.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHN,China (People’s Republic of),GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,0.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HRV,Croatia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,6.41,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ROU,Romania,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,6.26,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ZAF,South Africa,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2007,,3.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUS,Australia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,AUT,Austria,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.36,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,BEL,Belgium,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CAN,Canada,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.71,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHL,Chile,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.57,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,COL,Colombia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.76,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CRI,Costa Rica,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.47,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CZE,Czechia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.23,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DNK,Denmark,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.9,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EST,Estonia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,6.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FIN,Finland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.55,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,FRA,France,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.1,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,DEU,Germany,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GRC,Greece,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.73,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,HUN,Hungary,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.17,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISL,Iceland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.78,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,IRL,Ireland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.42,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ISR,Israel,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.63,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ITA,Italy,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.14,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,JPN,Japan,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.87,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,KOR,Korea,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,6.05,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LVA,Latvia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.25,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LTU,Lithuania,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,5.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,LUX,Luxembourg,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.67,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,MEX,Mexico,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.62,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NLD,Netherlands,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NZL,New Zealand,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.48,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,NOR,Norway,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.79,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,POL,Poland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.38,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,PRT,Portugal,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.83,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVK,Slovak Republic,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.3,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SVN,Slovenia,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.98,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,ESP,Spain,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.82,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,SWE,Sweden,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,4.04,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,CHE,Switzerland,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.72,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,GBR,United Kingdom,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,2.99,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,USA,United States,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.96,,A,Normal value,0,Units,_Z,Not applicable,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_2023(1.0),"Main indicators, Government at a glance indicators, 2023 edition",I,A,Annual,EUOECD,European Union countries in OECD,GINV,Government investment,PT_B1GQ,Percentage of GDP,S13,General government,2023,2023,PF,Public finance,2008,,3.52,,A,Normal value,0,Units,_Z,Not applicable,,
