date,election_year,pollster,sample_size,Labour,National,NewLabour,Alliance,NZ First,ACT,United Future,Green,Progressive,Te Pāti Māori,Mana,Conservative,InternetMana,TOP,incumbent,incumbent_support,gdp_real,gdp_growth_qoq,gdp_growth_yoy,gdp_per_capita,inflation_yoy,food_inflation,housing_inflation,petrol_inflation,gdp_real_lag1,gdp_growth_qoq_lag1,gdp_growth_yoy_lag1,gdp_per_capita_lag1,inflation_yoy_lag1,food_inflation_lag1,housing_inflation_lag1,petrol_inflation_lag1,gdp_real_lag2,gdp_growth_qoq_lag2,gdp_growth_yoy_lag2,gdp_per_capita_lag2,inflation_yoy_lag2,food_inflation_lag2,housing_inflation_lag2,petrol_inflation_lag2,gdp_real_lag4,gdp_growth_qoq_lag4,gdp_growth_yoy_lag4,gdp_per_capita_lag4,inflation_yoy_lag4,food_inflation_lag4,housing_inflation_lag4,petrol_inflation_lag4
2002-07-05,2002,,,51.0,24.0,,1.1,5.7,5.0,,10.8,1.1,,,,,,Labour,51.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-11,2002,,,48.0,24.5,,0.4,6.4,5.8,0.7,10.1,1.5,,,,,,Labour,48.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-11,2002,,,48.0,24.0,,1.2,7.9,6.3,0.9,7.9,0.8,,,,,,Labour,48.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-15,2002,,,46.0,27.0,,1.0,6.0,8.0,,9.0,1.0,,,,,,Labour,46.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-17,2002,,,46.7,23.1,,0.4,8.3,5.5,1.1,11.3,1.3,,,,,,Labour,46.7,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-18,2002,,,46.0,25.0,,1.4,8.0,6.0,0.7,9.0,0.7,,,,,,Labour,46.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-22,2002,,,40.8,23.6,,0.4,10.2,8.1,6.6,6.9,1.3,,,,,,Labour,40.8,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-25,2002,,,44.0,21.0,,1.0,10.0,7.0,4.0,8.0,0.5,,,,,,Labour,44.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-25,2002,,,43.0,21.0,,1.4,8.0,8.0,3.9,9.0,1.2,,,,,,Labour,43.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-26,2002,,,38.8,23.2,,1.3,9.6,8.9,5.4,9.0,1.4,,,,,,Labour,38.8,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-27,2002,,,41.26,20.93,,1.27,10.38,7.14,6.69,7.0,1.7,,,,,,Labour,41.26,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-07-27,2005,,,41.26,20.93,,,10.38,7.14,6.69,7.0,,,,,,,Labour,41.26,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-09-01,2005,,,40.0,25.0,,,10.0,6.0,8.0,7.0,,,,,,,Labour,40.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-09-22,2005,,,49.0,19.0,,,10.0,5.0,4.7,8.0,,,,,,,Labour,49.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-09-22,2005,,,44.0,22.0,,,9.5,,5.9,8.5,,,,,,,Labour,44.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-09-26,2005,,,47.0,26.0,,,8.0,5.0,4.0,6.0,,,,,,,Labour,47.0,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971,38619.0,3.4,3.389286001124403,9958.0,3.2352940063893554,5.999999958527935,-0.6345177664974111,9.607686125092085
2002-10-20,2005,,,47.0,24.0,,,9.1,4.9,4.7,7.5,,,,,,,Labour,47.0,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,38616.0,0.0,2.9485470541189107,9932.0,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2002-10-27,2005,,,51.0,25.0,,,7.0,5.0,5.0,5.0,,,,,,,Labour,51.0,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,38616.0,0.0,2.9485470541189107,9932.0,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2002-11-18,2005,,,49.0,26.0,,,8.0,6.0,2.9,5.0,,,,,,,Labour,49.0,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,38616.0,0.0,2.9485470541189107,9932.0,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2002-11-24,2005,,,50.0,19.0,,,10.0,4.8,5.0,8.0,,,,,,,Labour,50.0,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,38616.0,0.0,2.9485470541189107,9932.0,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2002-12-15,2005,,,52.0,25.0,,,6.0,5.0,4.0,5.0,,,,,,,Labour,52.0,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441,38616.0,0.0,2.9485470541189107,9932.0,2.4177949845899604,6.620553336062085,-0.7566204287514422,-7.011331497374895
2003-02-03,2005,,,49.6,22.9,,,7.2,5.9,3.3,5.1,,,,,,,Labour,49.6,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971
2003-02-16,2005,,,56.0,21.0,,,6.0,4.2,3.6,6.0,,,,,,,Labour,56.0,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971
2003-02-17,2005,,,53.0,27.0,,,5.0,6.0,2.0,6.0,,,,,,,Labour,53.0,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971
2003-03-23,2005,,,51.0,28.0,,,6.0,6.0,2.9,5.0,,,,,,,Labour,51.0,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767,39032.0,1.1,3.5688699020882453,9993.0,1.8164436693512975,6.725146161403495,-1.002506265664238,-15.390070950133971
2003-04-13,2005,,,52.0,26.0,,,6.0,5.0,2.0,5.0,,,,,,,Labour,52.0,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-04-13,2005,,,53.0,26.0,,,5.0,4.9,2.4,6.0,,,,,,,Labour,53.0,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-05-15,2005,,,50.0,28.0,,,7.0,6.0,2.0,3.0,,,,,,,Labour,50.0,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-05-18,2005,,,49.4,28.0,,,8.0,5.6,1.8,5.3,,,,,,,Labour,49.4,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-06-16,2005,,,52.0,24.0,,,8.0,4.5,2.9,6.0,,,,,,,Labour,52.0,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-06-16,2005,,,54.0,28.0,,,,,,4.0,,,,,,,Labour,54.0,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297,39486.0,1.2,5.704724936420824,10058.0,2.5862068499025392,5.323194016279076,2.171136653895367,-6.993006976176441
2003-07-01,2005,,,48.2,27.2,,,9.2,4.8,3.4,5.1,,,,,,,Labour,48.2,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-07-13,2005,,,51.0,28.0,,,7.0,6.0,1.1,4.0,,,,,,,Labour,51.0,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-08-12,2005,,,52.0,23.0,,,9.0,5.0,2.7,6.0,,,,,,,Labour,52.0,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-08-17,2005,,,47.7,26.8,,,9.7,4.4,4.2,5.0,,,,,,,Labour,47.7,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-08-17,2005,,,47.0,27.0,,,8.0,6.0,2.6,5.0,,,,,,,Labour,47.0,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-09-15,2005,,,45.0,29.0,,,8.0,5.0,3.4,7.0,,,,,,,Labour,45.0,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673,39864.0,1.0,3.223801755612521,10112.0,2.7540360994022794,4.056603785170587,2.9374201787994325,-3.8714389223945767
2003-10-06,2005,,,46.0,24.0,,,10.0,6.0,2.9,8.0,,,,,,,Labour,46.0,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2003-10-14,2005,,,45.0,27.0,,,8.0,6.0,2.8,7.0,,,,,,,Labour,45.0,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2003-10-15,2005,,,43.3,22.3,,,12.3,6.2,2.7,9.2,,,,,,,Labour,43.3,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2003-11-09,2005,,,45.0,31.0,,,8.0,4.0,2.2,7.0,,,,,,,Labour,45.0,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2003-12-14,2005,,,45.0,28.0,,,11.0,6.0,2.1,4.0,,,,,,,Labour,45.0,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421,40707.0,2.1,5.414853946550657,10285.0,2.644003759892355,2.3169601612478052,3.4307496823379857,-2.1325209393711297
2004-02-04,2005,,,38.0,45.0,,,6.0,1.3,1.8,5.0,,,,,,,Labour,38.0,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2004-02-05,2005,,,43.0,32.0,,,8.0,4.2,2.4,8.0,,,,,,,Labour,43.0,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2004-02-23,2005,,,37.0,45.5,,,5.6,2.3,1.4,5.3,,,,,,,Labour,37.0,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2004-02-29,2005,,,39.0,42.0,,,6.0,2.4,0.9,6.0,,,,,,,Labour,39.0,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2004-03-22,2005,,,39.0,49.0,,,4.0,2.0,1.7,2.2,,,,,,,Labour,39.0,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41812.0,0.4,4.8866144892634855,10400.0,1.4787430593567352,0.0,4.466501240694787,-6.83890591052827,41405.0,1.7,6.079626972740315,10407.0,2.723004590979783,0.9132420562106169,4.303797468354409,7.04107290711673
2004-03-31,2005,,,42.0,42.0,,,5.0,1.3,2.1,4.6,,,,,,,Labour,42.0,44088.0,2.7,5.91711711711711,10832.0,1.5482695991023698,0.45207958935948866,7.099879663056696,-0.29455080911893194,42944.0,1.2,3.7169423982610805,10595.0,1.5539305482422217,0.18099546350847096,6.796116504854388,0.7047768998175163,42432.0,1.5,4.237600412705422,10514.0,1.4719411129960003,0.27173916531186837,5.773955773955786,2.1789883215956207,41625.0,0.5,5.417109861723146,10403.0,2.521008359034571,-0.18050550749791894,3.874999999999873,13.450292449112421
