date,election_year,pollster,sample_size,Labour,National,NewLabour,Alliance,NZ First,ACT,United Future,Green,Progressive,Te Pāti Māori,Mana,Conservative,InternetMana,TOP,incumbent,incumbent_support,gdp_real,gdp_growth_qoq,gdp_growth_yoy,gdp_per_capita,inflation_yoy,food_inflation,housing_inflation,petrol_inflation,gdp_real_lag1,gdp_growth_qoq_lag1,gdp_growth_yoy_lag1,gdp_per_capita_lag1,inflation_yoy_lag1,food_inflation_lag1,housing_inflation_lag1,petrol_inflation_lag1,gdp_real_lag2,gdp_growth_qoq_lag2,gdp_growth_yoy_lag2,gdp_per_capita_lag2,inflation_yoy_lag2,food_inflation_lag2,housing_inflation_lag2,petrol_inflation_lag2,gdp_real_lag4,gdp_growth_qoq_lag4,gdp_growth_yoy_lag4,gdp_per_capita_lag4,inflation_yoy_lag4,food_inflation_lag4,housing_inflation_lag4,petrol_inflation_lag4
2009-04-19,2011,,,32.5,50.0,,,2.0,2.5,0.5,8.5,0.5,3.5,,,,,National,50.0,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235,48425.0,-0.5,2.415244379586734,11392.0,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2009-05-03,2011,,,30.5,55.0,,,2.0,2.0,0.5,7.0,0.5,2.0,,,,,National,55.0,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235,48425.0,-0.5,2.415244379586734,11392.0,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2009-05-17,2011,,,31.5,52.0,,,1.0,2.0,0.5,9.5,0.5,2.5,,,,,National,52.0,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235,48425.0,-0.5,2.415244379586734,11392.0,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2009-05-31,2011,,,31.0,52.0,,,1.0,2.0,0.5,8.5,0.5,2.0,,,,,National,52.0,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235,48425.0,-0.5,2.415244379586734,11392.0,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2009-06-14,2011,,,33.0,52.0,,,1.0,2.5,0.5,7.5,0.5,2.5,,,,,National,52.0,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235,48425.0,-0.5,2.415244379586734,11392.0,3.366336633663347,5.1158301158301,5.10105871029829,20.51886792452833
2009-07-05,2011,,,31.5,54.0,,,1.0,1.0,0.5,8.0,0.5,3.0,,,,,National,54.0,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-07-19,2011,,,30.0,52.0,,,2.0,1.0,0.5,10.0,0.5,3.5,,,,,National,52.0,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-07-29,2011,,,31.0,56.0,,,,1.0,,7.0,,3.1,,,,,National,56.0,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-08-02,2011,,,34.0,53.5,,,1.0,2.5,0.5,7.0,0.5,1.5,,,,,National,53.5,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-08-16,2011,,,32.5,53.5,,,2.0,1.0,0.5,8.5,0.5,2.0,,,,,National,53.5,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-08-30,2011,,,29.5,56.5,,,1.5,1.5,0.5,8.0,0.5,1.5,,,,,National,56.5,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-09-13,2011,,,33.0,51.5,,,2.5,2.0,0.5,7.5,0.5,2.5,,,,,National,51.5,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-09-24,2011,,,33.0,54.0,,,2.0,3.0,,4.0,,3.0,,,,,National,54.0,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353,47755.0,-1.4,-0.4087505995703955,11216.0,4.019607843137263,6.91642651296831,5.0380228136881255,25.87336244541536
2009-10-04,2011,,,28.0,57.5,,,2.0,1.5,0.5,6.5,1.0,2.5,,,,,National,57.5,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-10-18,2011,,,27.2,59.9,,,1.0,1.7,,6.9,,2.4,,,,,National,59.9,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-10-18,2011,,,30.0,53.0,,,2.5,2.5,0.5,7.5,0.5,3.0,,,,,National,53.0,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-11-01,2011,,,29.0,55.5,,,1.5,1.0,0.5,7.5,0.5,3.5,,,,,National,55.5,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-11-15,2011,,,33.0,51.5,,,2.5,2.5,0.5,6.5,1.0,2.0,,,,,National,51.5,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-11-25,2011,,,31.0,53.0,,,1.0,2.0,,7.0,,3.0,,,,,National,53.0,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-11-29,2011,,,30.5,53.5,,,2.5,1.5,0.5,7.0,0.5,3.5,,,,,National,53.5,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-12-13,2011,,,30.8,55.2,,,1.5,1.8,0.1,7.8,,1.7,,,,,National,55.2,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2009-12-13,2011,,,27.5,54.0,,,4.0,1.5,0.5,9.5,0.5,1.5,,,,,National,54.0,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465,47804.0,0.1,-1.2640449438202195,11209.0,5.073170731707366,9.487666034155628,4.668534080298747,29.260450160771235
2010-01-17,2011,,,30.0,53.0,,,2.5,2.0,0.5,8.0,0.5,2.5,,,,,National,53.0,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-01-31,2011,,,32.0,52.0,,,3.5,2.0,0.5,6.0,0.5,3.0,,,,,National,52.0,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-02-10,2011,,,34.0,56.0,,,1.7,1.0,1.0,4.6,1.0,2.8,,,,,National,56.0,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-02-14,2011,,,33.0,52.0,,,2.0,1.5,0.5,8.0,0.5,2.5,,,,,National,52.0,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-02-16,2011,,,29.6,56.3,,,1.5,1.6,0.2,7.3,0.2,2.4,,,,,National,56.3,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-02-17,2011,,,34.0,54.0,,,2.0,2.0,,5.0,,2.0,,,,,National,54.0,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-02-28,2011,,,31.5,53.5,,,2.0,1.5,0.5,8.0,0.5,2.5,,,,,National,53.5,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-03-14,2011,,,33.5,51.5,,,2.0,2.5,0.5,6.5,1.0,2.0,,,,,National,51.5,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169,47799.0,0.0,-1.7815312538527972,11181.0,3.375120540019272,9.439252336448511,4.347826086956541,-4.781281790437353
2010-04-04,2011,,,33.0,49.0,,,3.0,2.0,1.0,7.5,0.5,3.0,,,,,National,49.0,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-04-14,2011,,,33.0,54.0,,,,2.0,,5.0,,2.0,,,,,National,54.0,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-04-18,2011,,,34.0,49.5,,,2.5,1.0,0.5,7.5,0.5,4.0,,,,,National,49.5,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-04-25,2011,,,33.8,52.1,,,1.5,1.6,0.5,8.2,,1.9,,,,,National,52.1,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-05-16,2011,,,33.5,48.5,,,3.0,2.5,0.5,9.0,0.5,2.5,,,,,National,48.5,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-05-30,2011,,,30.0,52.5,,,2.5,1.0,0.5,9.5,0.5,3.5,,,,,National,52.5,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-05-30,2011,,,33.0,49.0,,,,1.6,,7.0,,3.6,,,,,National,49.0,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-06-13,2011,,,33.0,50.5,,,1.5,1.0,1.0,9.5,0.5,3.0,,,,,National,50.5,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48321.0,0.6,1.081499456112467,11212.0,1.6713091922004875,5.372616984402079,2.0517395182872322,-18.988391376450707,47446.0,-0.7,-2.021683014971609,11068.0,2.969348659003912,8.815426997245158,3.5714285714286476,-9.295499021526465
2010-07-04,2011,,,29.0,53.0,,,3.0,2.0,0.5,8.5,0.5,3.0,,,,,National,53.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-07-18,2011,,,31.5,49.0,,,4.5,2.0,0.5,9.0,0.5,3.0,,,,,National,49.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-08-01,2011,,,33.5,51.0,,,2.0,2.0,0.5,6.5,0.5,3.5,,,,,National,51.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-08-08,2011,,,35.0,49.0,,,2.3,2.7,,7.0,,2.3,,,,,National,49.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-08-08,2011,,,30.6,54.5,,,1.5,2.2,0.2,8.5,,1.5,,,,,National,54.5,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-08-15,2011,,,33.5,50.0,,,3.5,1.5,0.5,7.5,,3.0,,,,,National,50.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-08-29,2011,,,32.5,49.5,,,3.5,1.0,1.0,8.5,,3.0,,,,,National,49.5,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-09-12,2011,,,34.0,48.5,,,4.5,2.0,1.0,8.0,0.5,1.5,,,,,National,48.5,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
2010-09-26,2011,,,32.0,54.0,,,2.4,1.1,,8.0,,2.3,,,,,National,54.0,49743.0,0.6,3.5557406058082552,11440.0,1.6651248843662536,-0.6688963210703336,1.6725352112675562,9.508881922675027,49469.0,1.2,4.26379462968427,11401.0,2.0465116279069218,1.1814345991560726,1.5915119363395291,11.542610571736889,48900.0,1.2,2.3033954685244495,11307.0,1.958955223880543,1.3663535439794927,1.5957446808510634,3.311965811965756,48035.0,1.2,0.5863260391582026,11176.0,1.8850141376060892,7.457322551662204,2.805429864253428,-16.99913269731169
